,Lon_N,Lat_N,Lon_S,Lat_S
1320,243.802,77.7236,101.703,-76.8299
1321,243.747,77.701,101.634,-76.8134
1322,243.693,77.6784,101.564,-76.797
1323,243.638,77.6558,101.495,-76.7805
1324,243.583,77.6333,101.426,-76.764
1325,243.528,77.6108,101.356,-76.7475
1326,243.473,77.5883,101.287,-76.731
1327,243.418,77.5658,101.218,-76.7146
1328,243.363,77.5434,101.149,-76.6981
1329,243.307,77.521,101.079,-76.6817
1330,243.252,77.4986,101.01,-76.6653
1331,243.196,77.4762,100.941,-76.6488
1332,243.141,77.4539,100.872,-76.6324
1333,243.085,77.4316,100.803,-76.616
1334,243.029,77.4093,100.733,-76.5996
1335,242.973,77.387,100.664,-76.5832
1336,242.918,77.3648,100.595,-76.5668
1337,242.862,77.3426,100.526,-76.5504
1338,242.805,77.3204,100.457,-76.5341
1339,242.749,77.2982,100.388,-76.5177
1340,242.693,77.276,100.318,-76.5013
1341,242.637,77.2539,100.249,-76.485
1342,242.581,77.2318,100.18,-76.4687
1343,242.524,77.2098,100.111,-76.4523
1344,242.468,77.1877,100.042,-76.436
1345,242.411,77.1657,99.9731,-76.4197
1346,242.354,77.1437,99.904,-76.4034
1347,242.298,77.1217,99.835,-76.3871
1348,242.241,77.0998,99.7659,-76.3709
1349,242.184,77.0779,99.6969,-76.3546
1350,242.127,77.056,99.6279,-76.3383
1351,242.07,77.0341,99.5588,-76.3221
1352,242.013,77.0123,99.4899,-76.3058
1353,241.956,76.9904,99.4208,-76.2896
1354,241.899,76.9687,99.3519,-76.2734
1355,241.842,76.9469,99.2829,-76.2572
1356,241.784,76.9251,99.2139,-76.241
1357,241.727,76.9034,99.145,-76.2248
1358,241.67,76.8817,99.076,-76.2086
1359,241.612,76.8601,99.0071,-76.1924
1360,241.555,76.8384,98.9381,-76.1763
1361,241.497,76.8168,98.8692,-76.1601
1362,241.44,76.7952,98.8003,-76.144
1363,241.382,76.7736,98.7314,-76.1278
1364,241.324,76.7521,98.6624,-76.1117
1365,241.266,76.7306,98.5935,-76.0956
1366,241.209,76.7091,98.5246,-76.0795
1367,241.151,76.6876,98.4557,-76.0634
1368,241.093,76.6662,98.3869,-76.0473
1369,241.035,76.6448,98.318,-76.0313
1370,240.977,76.6234,98.2491,-76.0152
1371,240.919,76.602,98.1802,-75.9992
1372,240.861,76.5807,98.1114,-75.9831
1373,240.803,76.5594,98.0425,-75.9671
1374,240.744,76.5381,97.9737,-75.9511
1375,240.686,76.5169,97.9048,-75.9351
1376,240.628,76.4956,97.836,-75.9191
1377,240.57,76.4744,97.7672,-75.9031
1378,240.511,76.4532,97.6983,-75.8871
1379,240.453,76.4321,97.6295,-75.8712
1380,240.394,76.411,97.5607,-75.8552
1381,240.336,76.3899,97.4919,-75.8393
1382,240.277,76.3688,97.4231,-75.8234
1383,240.219,76.3477,97.3543,-75.8074
1384,240.16,76.3267,97.2855,-75.7916
1385,240.102,76.3057,97.2167,-75.7757
1386,240.043,76.2847,97.1479,-75.7598
1387,239.984,76.2638,97.0791,-75.7439
1388,239.926,76.2429,97.0103,-75.7281
1389,239.867,76.222,96.9416,-75.7122
1390,239.808,76.2011,96.8728,-75.6964
1391,239.749,76.1803,96.804,-75.6806
1392,239.69,76.1594,96.7353,-75.6648
1393,239.632,76.1386,96.6665,-75.649
1394,239.573,76.1179,96.5978,-75.6332
1395,239.514,76.0972,96.529,-75.6174
1396,239.455,76.0764,96.4603,-75.6017
1397,239.396,76.0558,96.3915,-75.5859
1398,239.337,76.0351,96.3228,-75.5702
1399,239.278,76.0145,96.2541,-75.5545
1400,239.219,75.9938,96.1853,-75.5388
1401,239.16,75.9733,96.1166,-75.5231
1402,239.101,75.9527,96.0479,-75.5074
1403,239.042,75.9322,95.9791,-75.4917
1404,238.982,75.9117,95.9104,-75.4761
1405,238.923,75.8912,95.8417,-75.4604
1406,238.864,75.8707,95.773,-75.4448
1407,238.805,75.8503,95.7043,-75.4292
1408,238.746,75.8299,95.6356,-75.4136
1409,238.687,75.8095,95.5668,-75.398
1410,238.627,75.7892,95.4981,-75.3824
1411,238.568,75.7689,95.4294,-75.3668
1412,238.509,75.7486,95.3607,-75.3513
1413,238.45,75.7283,95.2921,-75.3358
1414,238.39,75.708,95.2234,-75.3203
1415,238.331,75.6878,95.1547,-75.3047
1416,238.272,75.6676,95.086,-75.2892
1417,238.212,75.6475,95.0173,-75.2738
1418,238.153,75.6273,94.9486,-75.2583
1419,238.094,75.6072,94.8799,-75.2428
1420,238.035,75.5871,94.8113,-75.2274
1421,237.975,75.5671,94.7426,-75.212
1422,237.916,75.547,94.6739,-75.1965
1423,237.856,75.527,94.6052,-75.1811
1424,237.797,75.507,94.5366,-75.1658
1425,237.738,75.4871,94.4679,-75.1504
1426,237.678,75.4671,94.3992,-75.135
1427,237.619,75.4472,94.3305,-75.1197
1428,237.56,75.4273,94.2619,-75.1043
1429,237.5,75.4075,94.1932,-75.089
1430,237.441,75.3876,94.1245,-75.0737
1431,237.382,75.3679,94.0559,-75.0584
1432,237.322,75.3481,93.9872,-75.0432
1433,237.263,75.3283,93.9186,-75.0279
1434,237.203,75.3086,93.8499,-75.0127
1435,237.144,75.2889,93.7813,-74.9974
1436,237.085,75.2692,93.7126,-74.9822
1437,237.025,75.2495,93.644,-74.967
1438,236.966,75.2299,93.5753,-74.9518
1439,236.907,75.2103,93.5067,-74.9367
1440,236.847,75.1908,93.438,-74.9215
1441,236.788,75.1712,93.3694,-74.9064
1442,236.729,75.1517,93.3007,-74.8912
1443,236.669,75.1322,93.2321,-74.8761
1444,236.61,75.1127,93.1635,-74.861
1445,236.551,75.0933,93.0948,-74.8459
1446,236.492,75.0738,93.0262,-74.8309
1447,236.432,75.0544,92.9576,-74.8158
1448,236.373,75.0351,92.8889,-74.8008
1449,236.314,75.0157,92.8203,-74.7858
1450,236.255,74.9964,92.7516,-74.7708
1451,236.195,74.9771,92.683,-74.7558
1452,236.136,74.9578,92.6144,-74.7408
1453,236.077,74.9386,92.5457,-74.7258
1454,236.018,74.9194,92.4771,-74.7109
1455,235.959,74.9002,92.4085,-74.6959
1456,235.899,74.881,92.3398,-74.681
1457,235.84,74.8618,92.2712,-74.6662
1458,235.781,74.8427,92.2026,-74.6513
1459,235.722,74.8236,92.134,-74.6364
1460,235.663,74.8046,92.0654,-74.6215
1461,235.604,74.7855,91.9967,-74.6067
1462,235.545,74.7665,91.9281,-74.5919
1463,235.486,74.7475,91.8595,-74.5771
1464,235.427,74.7285,91.7909,-74.5623
1465,235.368,74.7096,91.7222,-74.5475
1466,235.309,74.6907,91.6536,-74.5328
1467,235.25,74.6718,91.585,-74.518
1468,235.191,74.6529,91.5164,-74.5033
1469,235.132,74.634,91.4478,-74.4886
1470,235.073,74.6152,91.3792,-74.4739
1471,235.015,74.5964,91.3105,-74.4592
1472,234.956,74.5776,91.2419,-74.4445
1473,234.897,74.5589,91.1733,-74.4299
1474,234.838,74.5402,91.1047,-74.4153
1475,234.78,74.5214,91.0361,-74.4007
1476,234.721,74.5028,90.9675,-74.3861
1477,234.662,74.4841,90.8989,-74.3715
1478,234.604,74.4655,90.8303,-74.3569
1479,234.545,74.4469,90.7617,-74.3423
1480,234.486,74.4283,90.6931,-74.3279
1481,234.428,74.4097,90.6245,-74.3134
1482,234.369,74.3912,90.5559,-74.2988
1483,234.311,74.3727,90.4873,-74.2844
1484,234.252,74.3542,90.4187,-74.2699
1485,234.194,74.3357,90.3501,-74.2555
1486,234.136,74.3173,90.2815,-74.2408
1487,234.077,74.2989,90.2129,-74.2268
1488,234.019,74.2805,90.1443,-74.212
1489,233.961,74.2621,90.0757,-74.1977
1490,233.902,74.2438,90.0071,-74.1885
1491,233.844,74.2254,89.9385,-74.1691
1492,233.786,74.2071,89.8699,-74.1549
1493,233.728,74.1889,89.8013,-74.1402
1494,233.67,74.1706,89.7327,-74.1262
1495,233.612,74.1524,89.6641,-74.1118
1496,233.554,74.1342,89.5955,-74.0976
1497,233.496,74.116,89.527,-74.0833
1498,233.438,74.0978,89.4584,-74.0691
1499,233.38,74.0797,89.3898,-74.055
1500,233.322,74.0616,89.3212,-74.0407
1501,233.264,74.0435,89.2526,-74.0265
1502,233.207,74.0254,89.1841,-74.0124
1503,233.149,74.0074,89.1154,-73.9983
1504,233.091,73.9893,89.0469,-73.9842
1505,233.033,73.9713,88.9783,-73.97
1506,232.976,73.9534,88.9097,-73.9559
1507,232.918,73.9354,88.8411,-73.9419
1508,232.861,73.9175,88.7726,-73.9278
1509,232.803,73.8996,88.704,-73.9138
1510,232.746,73.8817,88.6354,-73.8997
1511,232.689,73.8638,88.5668,-73.8858
1512,232.631,73.846,88.4983,-73.8718
1513,232.574,73.8281,88.4297,-73.8578
1514,232.517,73.8103,88.3611,-73.8438
1515,232.46,73.7925,88.2926,-73.8299
1516,232.402,73.7748,88.224,-73.816
1517,232.345,73.7571,88.1554,-73.8021
1518,232.288,73.7393,88.0869,-73.7882
1519,232.231,73.7216,88.0183,-73.7744
1520,232.174,73.704,87.9498,-73.7606
1521,232.117,73.6863,87.8812,-73.7467
1522,232.061,73.6687,87.8126,-73.7329
1523,232.004,73.6511,87.7441,-73.7191
1524,231.947,73.6335,87.6755,-73.7053
1525,231.89,73.6159,87.607,-73.6916
1526,231.834,73.5984,87.5384,-73.6779
1527,231.777,73.5809,87.4699,-73.6641
1528,231.721,73.5634,87.4014,-73.6504
1529,231.664,73.5459,87.3328,-73.6367
1530,231.608,73.5284,87.2643,-73.6231
1531,231.551,73.511,87.1957,-73.6094
1532,231.495,73.4935,87.1272,-73.5958
1533,231.439,73.4762,87.0587,-73.5822
1534,231.383,73.4588,86.9901,-73.5686
1535,231.327,73.4414,86.9216,-73.5551
1536,231.27,73.4241,86.853,-73.5415
1537,231.214,73.4068,86.7845,-73.528
1538,231.158,73.3895,86.716,-73.5145
1539,231.103,73.3722,86.6475,-73.5009
1540,231.047,73.3549,86.5789,-73.4875
1541,230.991,73.3377,86.5104,-73.474
1542,230.935,73.3204,86.4419,-73.4606
1543,230.88,73.3032,86.3734,-73.4471
1544,230.824,73.2861,86.3048,-73.4337
1545,230.768,73.2689,86.2363,-73.4203
1546,230.713,73.2518,86.1678,-73.407
1547,230.657,73.2347,86.0993,-73.3936
1548,230.602,73.2175,86.0308,-73.3803
1549,230.547,73.2005,85.9623,-73.367
1550,230.492,73.1834,85.8938,-73.3537
1551,230.436,73.1664,85.8253,-73.3404
1552,230.381,73.1493,85.7568,-73.3271
1553,230.326,73.1323,85.6883,-73.3139
1554,230.271,73.1153,85.6198,-73.3007
1555,230.216,73.0984,85.5514,-73.2875
1556,230.161,73.0814,85.4828,-73.2743
1557,230.107,73.0645,85.4144,-73.2611
1558,230.052,73.0475,85.3459,-73.248
1559,229.997,73.0306,85.2774,-73.2348
1560,229.943,73.0138,85.2089,-73.2217
1561,229.888,72.9969,85.1404,-73.2086
1562,229.834,72.9801,85.072,-73.1956
1563,229.779,72.9632,85.0035,-73.1825
1564,229.725,72.9464,84.9351,-73.1695
1565,229.671,72.9296,84.8666,-73.1564
1566,229.616,72.9129,84.7981,-73.1434
1567,229.562,72.8961,84.7297,-73.1305
1568,229.508,72.8794,84.6612,-73.1175
1569,229.454,72.8627,84.5928,-73.1046
1570,229.4,72.8459,84.5244,-73.0916
1571,229.346,72.8293,84.4559,-73.0788
1572,229.293,72.8126,84.3875,-73.0659
1573,229.239,72.7959,84.319,-73.053
1574,229.185,72.7793,84.2506,-73.0402
1575,229.132,72.7627,84.1821,-73.0273
1576,229.078,72.7461,84.1137,-73.0145
1577,229.025,72.7295,84.0453,-73.0017
1578,228.971,72.7129,83.9769,-72.989
1579,228.918,72.6964,83.9084,-72.9762
1580,228.865,72.6798,83.84,-72.9635
1581,228.811,72.6633,83.7716,-72.9508
1582,228.758,72.6468,83.7032,-72.9381
1583,228.705,72.6303,83.6348,-72.9254
1584,228.652,72.6138,83.5664,-72.9127
1585,228.599,72.5974,83.498,-72.9001
1586,228.547,72.581,83.4296,-72.8875
1587,228.494,72.5645,83.3612,-72.8749
1588,228.441,72.5481,83.2928,-72.8623
1589,228.389,72.5317,83.2245,-72.8497
1590,228.336,72.5153,83.1561,-72.8372
1591,228.284,72.499,83.0877,-72.8247
1592,228.231,72.4826,83.0193,-72.8122
1593,228.179,72.4663,82.951,-72.7997
1594,228.127,72.45,82.8826,-72.7872
1595,228.075,72.4337,82.8142,-72.7748
1596,228.023,72.4174,82.7458,-72.7624
1597,227.971,72.4011,82.6775,-72.75
1598,227.919,72.3848,82.6092,-72.7376
1599,227.867,72.3686,82.5408,-72.7252
1600,227.815,72.3523,82.4725,-72.7129
1601,227.763,72.3361,82.4042,-72.7005
1602,227.712,72.3199,82.3358,-72.6882
1603,227.66,72.3037,82.2675,-72.6759
1604,227.609,72.2876,82.1992,-72.6637
1605,227.557,72.2714,82.1309,-72.6514
1606,227.506,72.2552,82.0626,-72.6392
1607,227.455,72.2391,81.9942,-72.627
1608,227.404,72.223,81.9259,-72.6148
1609,227.353,72.2069,81.8576,-72.6026
1610,227.301,72.1908,81.7893,-72.5905
1611,227.251,72.1747,81.7211,-72.5783
1612,227.2,72.1586,81.6528,-72.5662
1613,227.149,72.1425,81.5845,-72.5541
1614,227.098,72.1265,81.5162,-72.5421
1615,227.048,72.1105,81.4479,-72.53
1616,226.997,72.0944,81.3797,-72.518
1617,226.947,72.0784,81.3114,-72.5059
1618,226.896,72.0624,81.2431,-72.4939
1619,226.846,72.0464,81.1749,-72.482
1620,226.796,72.0305,81.1067,-72.47
1621,226.745,72.0145,81.0384,-72.4581
1622,226.695,71.9986,80.9702,-72.4462
1623,226.645,71.9826,80.9019,-72.4343
1624,226.595,71.9667,80.8337,-72.4224
1625,226.546,71.9508,80.7655,-72.4105
1626,226.496,71.9349,80.6973,-72.3987
1627,226.446,71.919,80.6291,-72.3869
1628,226.397,71.9031,80.5609,-72.3751
1629,226.347,71.8872,80.4926,-72.3633
1630,226.298,71.8714,80.4245,-72.3515
1631,226.248,71.8555,80.3563,-72.3398
1632,226.199,71.8397,80.2881,-72.3281
1633,226.15,71.8239,80.2199,-72.3164
1634,226.101,71.8081,80.1517,-72.3047
1635,226.051,71.7922,80.0836,-72.293
1636,226.003,71.7765,80.0154,-72.2814
1637,225.954,71.7607,79.9472,-72.2697
1638,225.905,71.7449,79.8791,-72.2581
1639,225.856,71.7291,79.8109,-72.2466
1640,225.807,71.7134,79.7428,-72.235
1641,225.759,71.6976,79.6747,-72.2234
1642,225.71,71.6819,79.6065,-72.2119
1643,225.662,71.6662,79.5384,-72.2004
1644,225.614,71.6504,79.4703,-72.1889
1645,225.565,71.6347,79.4022,-72.1775
1646,225.517,71.619,79.334,-72.166
1647,225.469,71.6033,79.266,-72.1546
1648,225.421,71.5877,79.1979,-72.1432
1649,225.373,71.572,79.1298,-72.1318
1650,225.325,71.5563,79.0617,-72.1204
1651,225.277,71.5407,78.9936,-72.1091
1652,225.23,71.525,78.9256,-72.0978
1653,225.182,71.5094,78.8575,-72.0865
1654,225.135,71.4938,78.7895,-72.0752
1655,225.087,71.4781,78.7214,-72.0639
1656,225.04,71.4625,78.6533,-72.0527
1657,224.993,71.4469,78.5853,-72.0414
1658,224.945,71.4313,78.5173,-72.0302
1659,224.898,71.4157,78.4492,-72.019
1660,224.851,71.4001,78.3812,-72.0079
1661,224.804,71.3846,78.3132,-71.9967
1662,224.757,71.369,78.2452,-71.9856
1663,224.71,71.3534,78.1772,-71.9745
1664,224.664,71.3379,78.1092,-71.9634
1665,224.617,71.3223,78.0412,-71.9523
1666,224.57,71.3068,77.9732,-71.9413
1667,224.524,71.2913,77.9052,-71.9302
1668,224.478,71.2757,77.8373,-71.9192
1669,224.431,71.2602,77.7693,-71.9082
1670,224.385,71.2447,77.7014,-71.8973
1671,224.339,71.2292,77.6334,-71.8863
1672,224.293,71.2137,77.5655,-71.8754
1673,224.247,71.1982,77.4976,-71.8645
1674,224.201,71.1827,77.4296,-71.8536
1675,224.155,71.1673,77.3617,-71.8427
1676,224.109,71.1518,77.2938,-71.8319
1677,224.063,71.1363,77.2259,-71.821
1678,224.018,71.1208,77.158,-71.8102
1679,223.972,71.1054,77.0901,-71.7994
1680,223.927,71.0899,77.0222,-71.7887
1681,223.881,71.0745,76.9543,-71.7779
1682,223.836,71.059,76.8865,-71.7672
1683,223.791,71.0436,76.8186,-71.7565
1684,223.746,71.0282,76.7508,-71.7458
1685,223.701,71.0127,76.6829,-71.7351
1686,223.656,70.9973,76.6151,-71.7244
1687,223.611,70.9819,76.5472,-71.7138
1688,223.566,70.9665,76.4794,-71.7032
1689,223.521,70.9511,76.4116,-71.6926
1690,223.477,70.9357,76.3438,-71.682
1691,223.432,70.9203,76.276,-71.6715
1692,223.387,70.9049,76.2082,-71.661
1693,223.343,70.8895,76.1404,-71.6504
1694,223.299,70.8741,76.0726,-71.64
1695,223.254,70.8587,76.0048,-71.6295
1696,223.21,70.8433,75.9371,-71.619
1697,223.166,70.828,75.8693,-71.6086
1698,223.122,70.8126,75.8015,-71.5982
1699,223.078,70.7972,75.7338,-71.5878
1700,223.034,70.7819,75.666,-71.5774
1701,222.99,70.7665,75.5983,-71.5671
1702,222.946,70.7511,75.5306,-71.5567
1703,222.903,70.7358,75.4629,-71.5464
1704,222.859,70.7204,75.3952,-71.5361
1705,222.816,70.7051,75.3275,-71.5259
1706,222.772,70.6897,75.2598,-71.5156
1707,222.729,70.6744,75.1921,-71.5054
1708,222.686,70.659,75.1244,-71.4952
1709,222.642,70.6437,75.0568,-71.485
1710,222.599,70.6284,74.9891,-71.4748
1711,222.556,70.613,74.9214,-71.4646
1712,222.513,70.5977,74.8538,-71.4545
1713,222.47,70.5824,74.7862,-71.4444
1714,222.427,70.567,74.7186,-71.4343
1715,222.385,70.5517,74.6509,-71.4242
1716,222.342,70.5364,74.5833,-71.4142
1717,222.299,70.5211,74.5157,-71.4042
1718,222.257,70.5057,74.4481,-71.3941
1719,222.214,70.4904,74.3806,-71.3842
1720,222.172,70.4751,74.313,-71.3742
1721,222.13,70.4598,74.2454,-71.3642
1722,222.087,70.4445,74.1778,-71.3543
1723,222.045,70.4292,74.1103,-71.3444
1724,222.003,70.4139,74.0428,-71.3345
1725,221.961,70.3985,73.9752,-71.3246
1726,221.919,70.3832,73.9077,-71.3148
1727,221.877,70.3679,73.8402,-71.3049
1728,221.835,70.3526,73.7726,-71.2951
1729,221.794,70.3373,73.7052,-71.2853
1730,221.752,70.322,73.6376,-71.2756
1731,221.71,70.3067,73.5702,-71.2658
1732,221.669,70.2914,73.5027,-71.2561
1733,221.627,70.2761,73.4352,-71.2464
1734,221.586,70.2607,73.3678,-71.2367
1735,221.545,70.2454,73.3003,-71.227
1736,221.503,70.2301,73.2328,-71.2173
1737,221.462,70.2148,73.1654,-71.2077
1738,221.421,70.1995,73.098,-71.1981
1739,221.38,70.1842,73.0306,-71.1885
1740,221.339,70.1689,72.9632,-71.1789
1741,221.298,70.1536,72.8958,-71.1694
1742,221.257,70.1383,72.8284,-71.1599
1743,221.216,70.123,72.761,-71.1504
1744,221.176,70.1077,72.6936,-71.1409
1745,221.135,70.0924,72.6263,-71.1314
1746,221.094,70.0771,72.5589,-71.1219
1747,221.054,70.0618,72.4916,-71.1125
1748,221.013,70.0464,72.4242,-71.1031
1749,220.973,70.0311,72.3569,-71.0937
1750,220.933,70.0158,72.2896,-71.0843
1751,220.893,70.0005,72.2223,-71.075
1752,220.852,69.9852,72.155,-71.0657
1753,220.812,69.9698,72.0877,-71.0563
1754,220.772,69.9545,72.0204,-71.0471
1755,220.732,69.9392,71.9531,-71.0378
1756,220.692,69.9239,71.8858,-71.0285
1757,220.652,69.9086,71.8186,-71.0193
1758,220.613,69.8932,71.7513,-71.0101
1759,220.573,69.8779,71.6841,-71.0009
1760,220.533,69.8626,71.6169,-70.9917
1761,220.494,69.8473,71.5497,-70.9826
1762,220.454,69.8319,71.4824,-70.9735
1763,220.415,69.8166,71.4152,-70.9644
1764,220.375,69.8012,71.348,-70.9553
1765,220.336,69.7859,71.2809,-70.9462
1766,220.297,69.7706,71.2137,-70.9371
1767,220.257,69.7552,71.1465,-70.9281
1768,220.218,69.7399,71.0793,-70.9191
1769,220.179,69.7245,71.0122,-70.9101
1770,220.14,69.7092,70.9451,-70.9012
1771,220.101,69.6938,70.8779,-70.8922
1772,220.062,69.6785,70.8108,-70.8833
1773,220.023,69.6631,70.7437,-70.8744
1774,219.984,69.6478,70.6766,-70.8655
1775,219.946,69.6324,70.6095,-70.8566
1776,219.907,69.617,70.5424,-70.8478
1777,219.868,69.6016,70.4754,-70.8389
1778,219.83,69.5863,70.4083,-70.8301
1779,219.791,69.5709,70.3412,-70.8214
1780,219.753,69.5555,70.2742,-70.8126
1781,219.714,69.5401,70.2071,-70.8038
1782,219.676,69.5248,70.1401,-70.7951
1783,219.638,69.5094,70.0731,-70.7864
1784,219.599,69.494,70.0061,-70.7777
1785,219.561,69.4786,69.9391,-70.7691
1786,219.523,69.4632,69.8721,-70.7604
1787,219.485,69.4478,69.8051,-70.7518
1788,219.447,69.4324,69.7381,-70.7432
1789,219.409,69.417,69.6712,-70.7346
1790,219.371,69.4016,69.6042,-70.726
1791,219.333,69.3862,69.5373,-70.7175
1792,219.295,69.3707,69.4704,-70.709
1793,219.258,69.3553,69.4034,-70.7005
1794,219.22,69.3399,69.3365,-70.692
1795,219.182,69.3245,69.2696,-70.6835
1796,219.145,69.309,69.2027,-70.6751
1797,219.107,69.2936,69.1358,-70.6666
1798,219.07,69.2782,69.069,-70.6582
1799,219.032,69.2627,69.0021,-70.6499
1800,218.995,69.2473,68.9352,-70.6415
1801,218.957,69.2318,68.8684,-70.6332
1802,218.92,69.2164,68.8016,-70.6248
1803,218.883,69.2009,68.7347,-70.6165
1804,218.846,69.1854,68.668,-70.6083
1805,218.809,69.17,68.6011,-70.6
1806,218.771,69.1545,68.5343,-70.5918
1807,218.734,69.139,68.4675,-70.5835
1808,218.697,69.1235,68.4008,-70.5753
1809,218.66,69.1081,68.334,-70.5672
1810,218.623,69.0926,68.2672,-70.559
1811,218.587,69.0771,68.2005,-70.5509
1812,218.55,69.0616,68.1337,-70.5427
1813,218.513,69.0461,68.067,-70.5347
1814,218.476,69.0306,68.0003,-70.5266
1815,218.44,69.0151,67.9336,-70.5185
1816,218.403,68.9995,67.8669,-70.5105
1817,218.366,68.984,67.8002,-70.5025
1818,218.33,68.9685,67.7335,-70.4945
1819,218.293,68.953,67.6668,-70.4865
1820,218.257,68.9375,67.6002,-70.4785
1821,218.22,68.9219,67.5335,-70.4706
1822,218.184,68.9064,67.4669,-70.4627
1823,218.147,68.8908,67.4002,-70.4548
1824,218.111,68.8753,67.3336,-70.4469
1825,218.075,68.8597,67.267,-70.4391
1826,218.039,68.8442,67.2004,-70.4312
1827,218.002,68.8286,67.1338,-70.4234
1828,217.966,68.813,67.0672,-70.4156
1829,217.93,68.7975,67.0007,-70.4079
1830,217.894,68.7819,66.9341,-70.4001
1831,217.858,68.7663,66.8675,-70.3924
1832,217.822,68.7507,66.801,-70.3847
1833,217.786,68.7352,66.7345,-70.377
1834,217.75,68.7196,66.668,-70.3693
1835,217.714,68.704,66.6014,-70.3617
1836,217.678,68.6884,66.5349,-70.354
1837,217.643,68.6727,66.4684,-70.3464
1838,217.607,68.6571,66.4019,-70.3388
1839,217.571,68.6415,66.3354,-70.3313
1840,217.535,68.6259,66.269,-70.3237
1841,217.5,68.6103,66.2025,-70.3162
1842,217.464,68.5947,66.1361,-70.3087
1843,217.428,68.579,66.0697,-70.3012
1844,217.393,68.5634,66.0032,-70.2938
1845,217.357,68.5477,65.9368,-70.2863
1846,217.322,68.5321,65.8704,-70.2789
1847,217.286,68.5164,65.804,-70.2715
1848,217.251,68.5008,65.7377,-70.2641
1849,217.215,68.4851,65.6713,-70.2568
1850,217.18,68.4694,65.6049,-70.2494
1851,217.145,68.4538,65.5386,-70.2421
1852,217.109,68.4381,65.4722,-70.2348
1853,217.074,68.4224,65.4059,-70.2275
1854,217.039,68.4067,65.3396,-70.2203
1855,217.003,68.391,65.2732,-70.213
1856,216.968,68.3754,65.2069,-70.2058
1857,216.933,68.3597,65.1407,-70.1986
1858,216.898,68.3439,65.0743,-70.1914
1859,216.863,68.3282,65.0081,-70.1843
1860,216.828,68.3125,64.9418,-70.1772
1861,216.793,68.2968,64.8755,-70.17
1862,216.758,68.2811,64.8093,-70.1629
1863,216.723,68.2654,64.7431,-70.1559
1864,216.688,68.2497,64.6768,-70.1488
1865,216.653,68.2339,64.6106,-70.1418
1866,216.618,68.2182,64.5444,-70.1348
1867,216.583,68.2024,64.4782,-70.1278
1868,216.548,68.1867,64.412,-70.1208
1869,216.513,68.171,64.3459,-70.1139
1870,216.478,68.1552,64.2797,-70.107
1871,216.443,68.1395,64.2136,-70.1001
1872,216.408,68.1237,64.1474,-70.0932
1873,216.374,68.1079,64.0813,-70.0863
1874,216.339,68.0922,64.0151,-70.0795
1875,216.304,68.0764,63.949,-70.0727
1876,216.269,68.0606,63.8829,-70.0659
1877,216.235,68.0448,63.8168,-70.0591
1878,216.2,68.0291,63.7508,-70.0523
1879,216.165,68.0133,63.6847,-70.0456
1880,216.131,67.9975,63.6186,-70.0389
1881,216.096,67.9817,63.5525,-70.0322
1882,216.061,67.9659,63.4865,-70.0255
1883,216.027,67.9501,63.4205,-70.0188
1884,215.992,67.9343,63.3544,-70.0122
1885,215.958,67.9185,63.2884,-70.0056
1886,215.923,67.9027,63.2224,-69.999
1887,215.889,67.8869,63.1564,-69.9924
1888,215.854,67.871,63.0904,-69.9859
1889,215.82,67.8552,63.0245,-69.9794
1890,215.785,67.8394,62.9585,-69.9729
1891,215.751,67.8235,62.8926,-69.9664
1892,215.716,67.8077,62.8266,-69.9599
1893,215.682,67.7919,62.7607,-69.9535
1894,215.647,67.7761,62.6947,-69.947
1895,215.613,67.7602,62.6288,-69.9406
1896,215.578,67.7444,62.5629,-69.9343
1897,215.544,67.7285,62.497,-69.9279
1898,215.51,67.7127,62.4312,-69.9216
1899,215.475,67.6968,62.3653,-69.9152
1900,215.441,67.681,62.2994,-69.9089
1901,215.407,67.6651,62.2336,-69.9027
1902,215.372,67.6493,62.1677,-69.8964
1903,215.338,67.6334,62.1019,-69.8902
1904,215.304,67.6175,62.0361,-69.884
1905,215.269,67.6017,61.9702,-69.8778
1906,215.235,67.5858,61.9044,-69.8716
1907,215.201,67.5699,61.8386,-69.8655
1908,215.167,67.5541,61.7728,-69.8593
1909,215.132,67.5382,61.7071,-69.8532
1910,215.098,67.5223,61.6413,-69.8472
1911,215.064,67.5064,61.5756,-69.8411
1912,215.03,67.4905,61.5098,-69.835
1913,214.995,67.4747,61.4441,-69.829
1914,214.961,67.4588,61.3784,-69.823
1915,214.927,67.4429,61.3127,-69.8171
1916,214.893,67.427,61.2469,-69.8111
1917,214.858,67.4111,61.1813,-69.8052
1918,214.824,67.3952,61.1156,-69.7993
1919,214.79,67.3793,61.0499,-69.7934
1920,214.756,67.3634,60.9842,-69.7875
1921,214.722,67.3475,60.9186,-69.7816
1922,214.687,67.3317,60.853,-69.7758
1923,214.653,67.3158,60.7873,-69.77
1924,214.619,67.2999,60.7217,-69.7642
1925,214.585,67.284,60.6561,-69.7585
1926,214.551,67.2681,60.5905,-69.7527
1927,214.517,67.2522,60.5249,-69.747
1928,214.482,67.2363,60.4593,-69.7413
1929,214.448,67.2204,60.3937,-69.7356
1930,214.414,67.2045,60.3282,-69.73
1931,214.38,67.1885,60.2626,-69.7243
1932,214.346,67.1727,60.1971,-69.7187
1933,214.312,67.1567,60.1315,-69.7131
1934,214.277,67.1408,60.066,-69.7076
