,Lon_N,Lat_N,Lon_S,Lat_S
664,145.054,84.2683,188.941,-85.3958
665,145.107,84.2899,188.667,-85.3944
666,145.161,84.3116,188.393,-85.3929
667,145.216,84.3332,188.119,-85.3914
668,145.271,84.3549,187.846,-85.3897
669,145.328,84.3765,187.573,-85.388
670,145.385,84.3981,187.3,-85.3863
671,145.443,84.4197,187.027,-85.3844
672,145.503,84.4413,186.755,-85.3825
673,145.563,84.4629,186.483,-85.3805
674,145.624,84.4845,186.211,-85.3785
675,145.686,84.5061,185.94,-85.3764
676,145.749,84.5276,185.668,-85.3742
677,145.813,84.5492,185.398,-85.3719
678,145.878,84.5708,185.127,-85.3696
679,145.944,84.5923,184.857,-85.3672
680,146.01,84.6138,184.587,-85.3647
681,146.078,84.6354,184.318,-85.3621
682,146.147,84.6569,184.049,-85.3595
683,146.217,84.6784,183.78,-85.3568
684,146.288,84.6999,183.512,-85.3541
685,146.361,84.7214,183.244,-85.3513
686,146.434,84.7428,182.976,-85.3484
687,146.508,84.7643,182.709,-85.3454
688,146.583,84.7857,182.442,-85.3424
689,146.66,84.8071,182.176,-85.3393
690,146.738,84.8286,181.91,-85.3361
691,146.817,84.85,181.644,-85.3328
692,146.896,84.8713,181.379,-85.3295
693,146.978,84.8927,181.115,-85.3262
694,147.06,84.9141,180.85,-85.3227
695,147.144,84.9354,180.586,-85.3192
696,147.228,84.9567,180.323,-85.3156
697,147.314,84.978,180.06,-85.312
698,147.402,84.9993,179.797,-85.3083
699,147.49,85.0206,179.535,-85.3045
700,147.58,85.0419,179.274,-85.3006
701,147.671,85.0631,179.013,-85.2967
702,147.764,85.0843,178.752,-85.2927
703,147.857,85.1055,178.492,-85.2887
704,147.953,85.1267,178.232,-85.2845
705,148.049,85.1478,177.973,-85.2804
706,148.147,85.169,177.714,-85.2761
707,148.246,85.1901,177.456,-85.2718
708,148.347,85.2112,177.198,-85.2674
709,148.449,85.2322,176.941,-85.263
710,148.553,85.2533,176.685,-85.2585
711,148.658,85.2743,176.428,-85.2539
712,148.764,85.2953,176.173,-85.2493
713,148.872,85.3163,175.918,-85.2445
714,148.982,85.3372,175.663,-85.2398
715,149.093,85.3582,175.409,-85.2349
716,149.206,85.379,175.156,-85.23
717,149.32,85.3999,174.903,-85.2251
718,149.436,85.4207,174.65,-85.22
719,149.554,85.4416,174.398,-85.2149
720,149.673,85.4623,174.147,-85.2098
721,149.794,85.4831,173.896,-85.2046
722,149.916,85.5038,173.646,-85.1993
723,150.041,85.5245,173.397,-85.1939
724,150.167,85.5451,173.147,-85.1885
725,150.294,85.5658,172.899,-85.183
726,150.424,85.5863,172.651,-85.1775
727,150.555,85.6069,172.404,-85.1719
728,150.689,85.6274,172.157,-85.1663
729,150.824,85.6479,171.911,-85.1606
730,150.961,85.6683,171.666,-85.1548
731,151.1,85.6888,171.421,-85.1489
732,151.24,85.7091,171.176,-85.143
733,151.383,85.7295,170.933,-85.1371
734,151.528,85.7497,170.689,-85.1311
735,151.675,85.77,170.447,-85.125
736,151.823,85.7902,170.205,-85.1188
737,151.974,85.8103,169.964,-85.1126
738,152.127,85.8305,169.723,-85.1064
739,152.282,85.8506,169.483,-85.1001
740,152.439,85.8706,169.243,-85.0937
741,152.598,85.8906,169.005,-85.0873
742,152.76,85.9105,168.767,-85.0808
743,152.924,85.9304,168.529,-85.0742
744,153.09,85.9503,168.292,-85.0676
745,153.258,85.97,168.056,-85.0609
746,153.428,85.9898,167.82,-85.0542
747,153.601,86.0095,167.585,-85.0474
748,153.776,86.0291,167.351,-85.0406
749,153.954,86.0487,167.117,-85.0337
750,154.134,86.0682,166.884,-85.0267
751,154.316,86.0877,166.651,-85.0197
752,154.501,86.1071,166.42,-85.0127
753,154.689,86.1264,166.188,-85.0055
754,154.879,86.1457,165.958,-84.9984
755,155.071,86.1649,165.728,-84.9911
756,155.266,86.1841,165.499,-84.9838
757,155.464,86.2032,165.27,-84.9765
758,155.665,86.2223,165.042,-84.9691
759,155.868,86.2412,164.815,-84.9617
760,156.074,86.2601,164.589,-84.9542
761,156.282,86.279,164.363,-84.9466
762,156.494,86.2977,164.137,-84.939
763,156.708,86.3164,163.913,-84.9313
764,156.925,86.335,163.689,-84.9236
765,157.145,86.3536,163.466,-84.9159
766,157.368,86.3721,163.243,-84.908
767,157.594,86.3904,163.021,-84.9002
768,157.823,86.4088,162.8,-84.8922
769,158.055,86.427,162.579,-84.8843
770,158.29,86.4451,162.359,-84.8762
771,158.528,86.4632,162.14,-84.8681
772,158.77,86.4812,161.922,-84.86
773,159.014,86.4991,161.704,-84.8518
774,159.262,86.5169,161.486,-84.8436
775,159.513,86.5346,161.27,-84.8353
776,159.767,86.5522,161.054,-84.827
777,160.024,86.5697,160.839,-84.8186
778,160.285,86.5872,160.624,-84.8102
779,160.55,86.6045,160.41,-84.8017
780,160.817,86.6218,160.197,-84.7932
781,161.088,86.6389,159.984,-84.7846
782,161.363,86.6559,159.773,-84.7759
783,161.641,86.6729,159.561,-84.7673
784,161.923,86.6897,159.351,-84.7585
785,162.208,86.7064,159.141,-84.7498
786,162.497,86.723,158.932,-84.741
787,162.789,86.7395,158.723,-84.7321
788,163.086,86.7559,158.515,-84.7232
789,163.385,86.7721,158.308,-84.7142
790,163.689,86.7883,158.102,-84.7052
791,163.997,86.8043,157.896,-84.6961
792,164.308,86.8202,157.691,-84.687
793,164.623,86.836,157.486,-84.6779
794,164.942,86.8516,157.282,-84.6687
795,165.265,86.8671,157.079,-84.6594
796,165.591,86.8825,156.877,-84.6502
797,165.922,86.8978,156.675,-84.6408
798,166.257,86.9129,156.474,-84.6315
799,166.595,86.9279,156.273,-84.622
800,166.938,86.9427,156.073,-84.6126
801,167.285,86.9574,155.874,-84.6031
802,167.635,86.9719,155.676,-84.5935
803,167.99,86.9863,155.478,-84.5839
804,168.349,87.0006,155.281,-84.5743
805,168.712,87.0147,155.084,-84.5646
806,169.079,87.0286,154.888,-84.5549
807,169.451,87.0424,154.693,-84.5451
808,169.826,87.056,154.499,-84.5353
809,170.206,87.0695,154.305,-84.5254
810,170.589,87.0827,154.112,-84.5156
811,170.977,87.0959,153.919,-84.5056
812,171.37,87.1088,153.727,-84.4956
813,171.766,87.1216,153.536,-84.4856
814,172.167,87.1342,153.345,-84.4756
815,172.571,87.1466,153.155,-84.4655
816,172.98,87.1588,152.966,-84.4553
817,173.393,87.1709,152.777,-84.4451
818,173.811,87.1827,152.589,-84.4349
819,174.232,87.1944,152.402,-84.4246
820,174.658,87.2059,152.215,-84.4143
821,175.087,87.2172,152.029,-84.404
822,175.521,87.2282,151.844,-84.3936
823,175.959,87.2391,151.659,-84.3832
824,176.401,87.2498,151.475,-84.3727
825,176.847,87.2603,151.291,-84.3622
826,177.297,87.2705,151.108,-84.3517
827,177.751,87.2806,150.926,-84.3411
828,178.21,87.2904,150.744,-84.3305
829,178.671,87.3,150.563,-84.3198
830,179.137,87.3094,150.383,-84.3091
831,179.607,87.3186,150.203,-84.2984
832,180.08,87.3276,150.024,-84.2876
833,180.557,87.3363,149.846,-84.2768
834,181.038,87.3447,149.668,-84.266
835,181.522,87.353,149.49,-84.2551
836,182.01,87.361,149.314,-84.2442
837,182.502,87.3688,149.138,-84.2332
838,182.996,87.3764,148.962,-84.2223
839,183.494,87.3837,148.788,-84.2112
840,183.996,87.3907,148.613,-84.2002
841,184.5,87.3975,148.44,-84.1891
842,185.008,87.4041,148.267,-84.1779
843,185.518,87.4104,148.095,-84.1668
844,186.032,87.4164,147.923,-84.1556
845,186.548,87.4222,147.752,-84.1443
846,187.067,87.4277,147.581,-84.1331
847,187.589,87.433,147.411,-84.1217
848,188.113,87.438,147.242,-84.1104
849,188.64,87.4427,147.073,-84.099
850,189.169,87.4472,146.905,-84.0876
851,189.7,87.4514,146.737,-84.0762
852,190.233,87.4553,146.57,-84.0647
853,190.768,87.459,146.404,-84.0532
854,191.305,87.4624,146.238,-84.0416
855,191.844,87.4655,146.073,-84.0301
856,192.384,87.4684,145.908,-84.0184
857,192.926,87.4709,145.744,-84.0068
858,193.469,87.4732,145.58,-83.9951
859,194.014,87.4752,145.417,-83.9834
860,194.559,87.4769,145.255,-83.9717
861,195.105,87.4784,145.093,-83.9599
862,195.652,87.4795,144.932,-83.9481
863,196.2,87.4804,144.771,-83.9363
864,196.749,87.481,144.611,-83.9244
865,197.298,87.4813,144.452,-83.9125
866,197.847,87.4813,144.293,-83.9006
867,198.396,87.4811,144.134,-83.8886
868,198.945,87.4805,143.977,-83.8766
869,199.494,87.4797,143.819,-83.8646
870,200.043,87.4786,143.662,-83.8525
871,200.591,87.4772,143.506,-83.8404
872,201.139,87.4755,143.351,-83.8283
873,201.686,87.4735,143.195,-83.8162
874,202.232,87.4713,143.041,-83.804
875,202.777,87.4688,142.887,-83.7918
876,203.321,87.466,142.733,-83.7796
877,203.864,87.4628,142.58,-83.7673
878,204.405,87.4595,142.428,-83.755
879,204.945,87.4558,142.276,-83.7427
880,205.483,87.4519,142.125,-83.7303
881,206.02,87.4476,141.974,-83.7179
882,206.555,87.4431,141.823,-83.7055
883,207.087,87.4384,141.674,-83.6931
884,207.618,87.4333,141.524,-83.6806
885,208.146,87.428,141.376,-83.6681
886,208.672,87.4224,141.227,-83.6556
887,209.195,87.4165,141.08,-83.6431
888,209.716,87.4104,140.932,-83.6305
889,210.235,87.404,140.786,-83.6179
890,210.75,87.3973,140.639,-83.6052
891,211.263,87.3904,140.494,-83.5926
892,211.772,87.3832,140.348,-83.5799
893,212.279,87.3757,140.204,-83.5672
894,212.782,87.368,140.06,-83.5544
895,213.282,87.36,139.916,-83.5416
896,213.779,87.3518,139.773,-83.5288
897,214.273,87.3433,139.63,-83.516
898,214.763,87.3345,139.488,-83.5032
899,215.249,87.3256,139.346,-83.4903
900,215.732,87.3163,139.205,-83.4774
901,216.211,87.3069,139.064,-83.4644
902,216.687,87.2972,138.923,-83.4515
903,217.159,87.2872,138.784,-83.4385
904,217.627,87.277,138.644,-83.4255
905,218.09,87.2666,138.505,-83.4125
906,218.551,87.256,138.367,-83.3994
907,219.007,87.2451,138.229,-83.3863
908,219.459,87.234,138.092,-83.3732
909,219.907,87.2226,137.955,-83.3601
910,220.351,87.2111,137.818,-83.3469
911,220.79,87.1993,137.682,-83.3337
912,221.226,87.1873,137.546,-83.3205
913,221.657,87.1751,137.411,-83.3073
914,222.085,87.1627,137.276,-83.294
915,222.508,87.1501,137.142,-83.2807
916,222.927,87.1373,137.008,-83.2674
917,223.341,87.1242,136.875,-83.2541
918,223.751,87.111,136.742,-83.2407
919,224.157,87.0976,136.61,-83.2273
920,224.559,87.0839,136.477,-83.2139
921,224.957,87.0701,136.346,-83.2005
922,225.35,87.0561,136.215,-83.1871
923,225.739,87.0419,136.084,-83.1736
924,226.123,87.0275,135.954,-83.1601
925,226.504,87.013,135.824,-83.1466
926,226.88,86.9982,135.694,-83.133
927,227.252,86.9833,135.565,-83.1195
928,227.619,86.9682,135.437,-83.1059
929,227.982,86.9529,135.308,-83.0922
930,228.341,86.9375,135.181,-83.0786
931,228.696,86.9219,135.053,-83.065
932,229.047,86.9061,134.926,-83.0513
933,229.394,86.8902,134.8,-83.0376
934,229.736,86.8741,134.674,-83.0238
935,230.074,86.8578,134.548,-83.0101
936,230.408,86.8414,134.423,-82.9963
937,230.738,86.8248,134.298,-82.9825
938,231.064,86.8081,134.173,-82.9687
939,231.386,86.7912,134.049,-82.9549
940,231.704,86.7742,133.926,-82.941
941,232.018,86.757,133.802,-82.9271
942,232.328,86.7398,133.679,-82.9132
943,232.634,86.7223,133.557,-82.8993
944,232.936,86.7047,133.435,-82.8854
945,233.234,86.687,133.313,-82.8714
946,233.528,86.6692,133.191,-82.8574
947,233.819,86.6512,133.07,-82.8434
948,234.106,86.6331,132.95,-82.8294
949,234.389,86.6148,132.83,-82.8153
950,234.668,86.5964,132.71,-82.8013
951,234.943,86.578,132.59,-82.7872
952,235.215,86.5593,132.471,-82.7731
953,235.484,86.5406,132.353,-82.7589
954,235.748,86.5217,132.234,-82.7448
955,236.009,86.5028,132.116,-82.7306
956,236.267,86.4837,131.999,-82.7164
957,236.521,86.4645,131.881,-82.7022
958,236.772,86.4452,131.764,-82.688
959,237.019,86.4258,131.648,-82.6737
960,237.263,86.4062,131.532,-82.6595
961,237.504,86.3866,131.416,-82.6452
962,237.741,86.3669,131.3,-82.6309
963,237.975,86.347,131.185,-82.6165
964,238.206,86.3271,131.07,-82.6022
965,238.433,86.3071,130.956,-82.5878
966,238.658,86.2869,130.842,-82.5734
967,238.879,86.2667,130.728,-82.559
968,239.097,86.2464,130.615,-82.5446
969,239.312,86.2259,130.501,-82.5302
970,239.524,86.2054,130.389,-82.5157
971,239.733,86.1848,130.276,-82.5012
972,239.939,86.1641,130.164,-82.4867
973,240.142,86.1433,130.052,-82.4722
974,240.342,86.1225,129.941,-82.4577
975,240.539,86.1015,129.83,-82.4431
976,240.734,86.0805,129.719,-82.4285
977,240.926,86.0594,129.609,-82.4139
978,241.114,86.0382,129.499,-82.3993
979,241.301,86.0169,129.389,-82.3847
980,241.484,85.9956,129.279,-82.3701
981,241.665,85.9741,129.17,-82.3554
982,241.843,85.9526,129.061,-82.3407
983,242.018,85.931,128.953,-82.326
984,242.191,85.9094,128.844,-82.3113
985,242.362,85.8877,128.737,-82.2965
986,242.53,85.8659,128.629,-82.2818
987,242.695,85.844,128.522,-82.267
988,242.858,85.8221,128.414,-82.2522
989,243.018,85.8001,128.308,-82.2374
990,243.177,85.778,128.201,-82.2226
991,243.332,85.7559,128.095,-82.2078
992,243.486,85.7337,127.989,-82.1929
993,243.637,85.7114,127.884,-82.178
994,243.785,85.6891,127.779,-82.1632
995,243.932,85.6667,127.674,-82.1482
996,244.076,85.6442,127.569,-82.1333
997,244.218,85.6217,127.465,-82.1184
998,244.358,85.5992,127.361,-82.1034
999,244.496,85.5766,127.257,-82.0885
1000,244.632,85.5539,127.153,-82.0735
1001,244.765,85.5312,127.05,-82.0585
1002,244.896,85.5084,126.947,-82.0434
1003,245.026,85.4855,126.844,-82.0284
1004,245.153,85.4626,126.742,-82.0133
1005,245.279,85.4397,126.64,-81.9983
1006,245.402,85.4167,126.538,-81.9832
1007,245.523,85.3936,126.436,-81.9681
1008,245.643,85.3705,126.335,-81.953
1009,245.761,85.3474,126.234,-81.9378
1010,245.876,85.3242,126.133,-81.9227
1011,245.99,85.301,126.032,-81.9075
1012,246.102,85.2777,125.932,-81.8923
1013,246.212,85.2543,125.832,-81.8771
1014,246.321,85.231,125.732,-81.8619
1015,246.427,85.2075,125.633,-81.8467
1016,246.532,85.1841,125.534,-81.8315
1017,246.635,85.1606,125.435,-81.8162
1018,246.737,85.137,125.336,-81.8009
1019,246.837,85.1134,125.237,-81.7856
1020,246.935,85.0898,125.139,-81.7703
1021,247.031,85.0661,125.041,-81.755
1022,247.126,85.0424,124.943,-81.7397
1023,247.219,85.0187,124.846,-81.7243
1024,247.311,84.9949,124.749,-81.709
1025,247.401,84.971,124.652,-81.6936
1026,247.489,84.9472,124.555,-81.6782
1027,247.576,84.9233,124.458,-81.6628
1028,247.662,84.8993,124.362,-81.6474
1029,247.746,84.8754,124.266,-81.632
1030,247.828,84.8514,124.17,-81.6165
1031,247.909,84.8273,124.074,-81.6011
1032,247.989,84.8033,123.979,-81.5856
1033,248.067,84.7792,123.884,-81.5701
1034,248.144,84.755,123.789,-81.5546
1035,248.219,84.7309,123.694,-81.5391
1036,248.293,84.7067,123.6,-81.5235
1037,248.366,84.6824,123.505,-81.508
1038,248.437,84.6582,123.411,-81.4924
1039,248.507,84.6339,123.317,-81.4769
1040,248.576,84.6096,123.224,-81.4613
1041,248.643,84.5852,123.13,-81.4457
1042,248.709,84.5608,123.037,-81.4301
1043,248.774,84.5364,122.944,-81.4144
1044,248.837,84.512,122.851,-81.3988
1045,248.9,84.4876,122.759,-81.3831
1046,248.961,84.4631,122.667,-81.3675
1047,249.021,84.4386,122.574,-81.3518
1048,249.079,84.4141,122.482,-81.3361
1049,249.137,84.3895,122.391,-81.3204
1050,249.193,84.3649,122.299,-81.3047
1051,249.248,84.3403,122.208,-81.289
1052,249.302,84.3157,122.117,-81.2732
1053,249.355,84.291,122.026,-81.2575
1054,249.407,84.2664,121.935,-81.2417
1055,249.457,84.2417,121.845,-81.2259
1056,249.507,84.217,121.754,-81.2101
1057,249.555,84.1922,121.664,-81.1943
1058,249.603,84.1675,121.574,-81.1785
1059,249.649,84.1427,121.484,-81.1627
1060,249.694,84.1179,121.395,-81.1468
1061,249.738,84.0931,121.306,-81.131
1062,249.781,84.0683,121.216,-81.1151
1063,249.824,84.0434,121.127,-81.0992
1064,249.865,84.0185,121.038,-81.0833
1065,249.905,83.9937,120.95,-81.0674
1066,249.944,83.9687,120.861,-81.0515
1067,249.982,83.9438,120.773,-81.0356
1068,250.02,83.9189,120.685,-81.0197
1069,250.056,83.8939,120.597,-81.0037
1070,250.091,83.8689,120.509,-80.9878
1071,250.126,83.844,120.422,-80.9718
1072,250.159,83.819,120.334,-80.9558
1073,250.192,83.7939,120.247,-80.9398
1074,250.224,83.7689,120.16,-80.9238
1075,250.255,83.7439,120.073,-80.9078
1076,250.285,83.7188,119.987,-80.8918
1077,250.314,83.6937,119.9,-80.8757
1078,250.342,83.6686,119.814,-80.8597
1079,250.369,83.6435,119.728,-80.8436
1080,250.396,83.6184,119.641,-80.8276
1081,250.421,83.5933,119.556,-80.8115
1082,250.446,83.5682,119.47,-80.7954
1083,250.47,83.543,119.384,-80.7793
1084,250.494,83.5178,119.299,-80.7632
1085,250.516,83.4927,119.214,-80.7471
1086,250.538,83.4675,119.129,-80.7309
1087,250.559,83.4423,119.044,-80.7148
1088,250.579,83.4171,118.959,-80.6986
1089,250.598,83.3919,118.874,-80.6825
1090,250.617,83.3667,118.79,-80.6663
1091,250.634,83.3414,118.706,-80.6501
1092,250.651,83.3162,118.622,-80.6339
1093,250.668,83.2909,118.537,-80.6177
1094,250.683,83.2657,118.454,-80.6015
1095,250.698,83.2404,118.37,-80.5853
1096,250.712,83.2152,118.286,-80.5691
1097,250.726,83.1899,118.203,-80.5528
1098,250.738,83.1646,118.12,-80.5366
1099,250.75,83.1393,118.037,-80.5203
1100,250.762,83.114,117.954,-80.504
1101,250.772,83.0887,117.871,-80.4878
1102,250.782,83.0634,117.788,-80.4715
1103,250.792,83.038,117.705,-80.4552
1104,250.8,83.0127,117.623,-80.4389
1105,250.808,82.9874,117.541,-80.4225
1106,250.816,82.9621,117.459,-80.4062
1107,250.822,82.9367,117.377,-80.3899
1108,250.828,82.9114,117.295,-80.3735
1109,250.834,82.886,117.213,-80.3572
1110,250.839,82.8607,117.131,-80.3408
1111,250.843,82.8353,117.05,-80.3245
1112,250.846,82.8099,116.968,-80.3081
1113,250.849,82.7846,116.887,-80.2917
1114,250.852,82.7592,116.806,-80.2753
1115,250.854,82.7338,116.725,-80.2589
1116,250.855,82.7085,116.644,-80.2425
1117,250.855,82.6831,116.563,-80.2261
1118,250.855,82.6577,116.483,-80.2097
1119,250.855,82.6323,116.402,-80.1932
1120,250.854,82.6069,116.322,-80.1768
1121,250.852,82.5816,116.242,-80.1603
1122,250.85,82.5562,116.162,-80.1439
1123,250.847,82.5308,116.082,-80.1274
1124,250.844,82.5054,116.002,-80.1109
1125,250.84,82.48,115.922,-80.0945
1126,250.835,82.4546,115.842,-80.078
1127,250.83,82.4292,115.763,-80.0615
1128,250.825,82.4038,115.683,-80.045
1129,250.819,82.3785,115.604,-80.0285
1130,250.813,82.3531,115.525,-80.0119
1131,250.806,82.3277,115.446,-79.9954
1132,250.798,82.3023,115.367,-79.9789
1133,250.79,82.2769,115.288,-79.9623
1134,250.781,82.2515,115.209,-79.9458
1135,250.772,82.2262,115.13,-79.9292
1136,250.763,82.2008,115.052,-79.9127
1137,250.753,82.1754,114.973,-79.8961
1138,250.742,82.15,114.895,-79.8795
1139,250.731,82.1246,114.817,-79.863
1140,250.72,82.0993,114.739,-79.8464
1141,250.708,82.0739,114.661,-79.8298
1142,250.696,82.0485,114.583,-79.8132
1143,250.683,82.0232,114.505,-79.7966
1144,250.67,81.9978,114.427,-79.78
1145,250.656,81.9724,114.349,-79.7633
1146,250.642,81.9471,114.272,-79.7467
1147,250.627,81.9217,114.194,-79.7301
1148,250.612,81.8964,114.117,-79.7135
1149,250.597,81.8711,114.04,-79.6968
1150,250.581,81.8457,113.963,-79.6802
1151,250.564,81.8204,113.886,-79.6635
1152,250.548,81.7951,113.809,-79.6469
1153,250.53,81.7697,113.732,-79.6302
1154,250.513,81.7444,113.655,-79.6135
1155,250.495,81.7191,113.578,-79.5969
1156,250.476,81.6938,113.502,-79.5802
1157,250.458,81.6685,113.425,-79.5635
1158,250.438,81.6432,113.349,-79.5468
1159,250.419,81.6179,113.272,-79.5301
1160,250.399,81.5926,113.196,-79.5134
1161,250.378,81.5673,113.12,-79.4967
1162,250.357,81.5421,113.044,-79.48
1163,250.336,81.5168,112.968,-79.4633
1164,250.314,81.4916,112.892,-79.4466
1165,250.293,81.4663,112.816,-79.4298
1166,250.27,81.4411,112.741,-79.4131
1167,250.247,81.4158,112.665,-79.3964
1168,250.224,81.3906,112.589,-79.3796
1169,250.201,81.3654,112.514,-79.3629
1170,250.177,81.3402,112.438,-79.3461
1171,250.153,81.315,112.363,-79.3294
1172,250.128,81.2898,112.288,-79.3126
1173,250.104,81.2646,112.213,-79.2959
1174,250.078,81.2394,112.137,-79.2791
1175,250.053,81.2142,112.062,-79.2623
1176,250.027,81.1891,111.987,-79.2456
1177,250.001,81.1639,111.913,-79.2288
1178,249.974,81.1388,111.838,-79.212
1179,249.947,81.1136,111.763,-79.1952
1180,249.92,81.0885,111.688,-79.1784
1181,249.892,81.0634,111.614,-79.1617
1182,249.864,81.0383,111.539,-79.1449
1183,249.836,81.0132,111.465,-79.1281
1184,249.807,80.9881,111.39,-79.1113
1185,249.778,80.963,111.316,-79.0945
1186,249.749,80.938,111.242,-79.0777
1187,249.72,80.9129,111.168,-79.0609
1188,249.69,80.8879,111.094,-79.044
1189,249.66,80.8628,111.02,-79.0272
1190,249.629,80.8378,110.946,-79.0104
1191,249.598,80.8128,110.872,-78.9936
1192,249.567,80.7878,110.798,-78.9768
1193,249.536,80.7628,110.724,-78.9599
1194,249.504,80.7378,110.65,-78.9431
1195,249.472,80.7129,110.577,-78.9263
1196,249.44,80.6879,110.503,-78.9095
1197,249.407,80.663,110.43,-78.8926
1198,249.375,80.638,110.356,-78.8758
1199,249.341,80.6131,110.283,-78.8589
1200,249.308,80.5882,110.209,-78.8421
1201,249.274,80.5633,110.136,-78.8253
1202,249.24,80.5384,110.063,-78.8084
1203,249.206,80.5136,109.99,-78.7916
1204,249.172,80.4887,109.916,-78.7747
1205,249.137,80.4639,109.843,-78.7579
1206,249.102,80.439,109.77,-78.741
1207,249.066,80.4142,109.697,-78.7242
1208,249.031,80.3894,109.625,-78.7073
1209,248.995,80.3647,109.552,-78.6905
1210,248.959,80.3399,109.479,-78.6736
1211,248.923,80.3151,109.406,-78.6568
1212,248.886,80.2904,109.334,-78.6399
1213,248.849,80.2656,109.261,-78.623
1214,248.812,80.2409,109.188,-78.6062
1215,248.775,80.2162,109.116,-78.5893
1216,248.737,80.1915,109.043,-78.5725
1217,248.699,80.1669,108.971,-78.5556
1218,248.661,80.1422,108.899,-78.5387
1219,248.623,80.1176,108.826,-78.5219
1220,248.584,80.0929,108.754,-78.505
1221,248.545,80.0683,108.682,-78.4881
1222,248.506,80.0437,108.61,-78.4713
1223,248.467,80.0191,108.538,-78.4544
1224,248.427,79.9946,108.465,-78.4376
1225,248.387,79.97,108.393,-78.4207
1226,248.348,79.9455,108.321,-78.4038
1227,248.307,79.9209,108.25,-78.387
1228,248.267,79.8964,108.178,-78.3701
1229,248.226,79.8719,108.106,-78.3532
1230,248.185,79.8475,108.034,-78.3364
1231,248.144,79.823,107.962,-78.3195
1232,248.103,79.7986,107.89,-78.3026
1233,248.061,79.7742,107.819,-78.2858
1234,248.02,79.7498,107.747,-78.2689
1235,247.978,79.7254,107.676,-78.2521
1236,247.935,79.701,107.604,-78.2352
1237,247.893,79.6766,107.533,-78.2183
1238,247.851,79.6523,107.461,-78.2015
1239,247.808,79.628,107.39,-78.1846
1240,247.765,79.6037,107.318,-78.1678
1241,247.722,79.5794,107.247,-78.1509
1242,247.678,79.5551,107.176,-78.1341
1243,247.635,79.5309,107.104,-78.1172
1244,247.591,79.5066,107.033,-78.1004
1245,247.547,79.4824,106.962,-78.0835
1246,247.503,79.4582,106.891,-78.0667
1247,247.458,79.434,106.82,-78.0498
1248,247.414,79.4099,106.749,-78.033
1249,247.369,79.3857,106.678,-78.0161
1250,247.324,79.3616,106.607,-77.9993
1251,247.279,79.3375,106.536,-77.9825
1252,247.234,79.3134,106.465,-77.9656
1253,247.188,79.2893,106.394,-77.9488
1254,247.143,79.2653,106.323,-77.932
1255,247.097,79.2412,106.252,-77.9151
1256,247.051,79.2172,106.181,-77.8983
1257,247.005,79.1932,106.11,-77.8815
1258,246.958,79.1692,106.04,-77.8647
1259,246.912,79.1453,105.969,-77.8478
1260,246.865,79.1213,105.898,-77.831
1261,246.818,79.0974,105.828,-77.8142
1262,246.771,79.0735,105.757,-77.7974
1263,246.724,79.0496,105.686,-77.7806
1264,246.677,79.0258,105.616,-77.7638
1265,246.629,79.0019,105.545,-77.747
1266,246.581,78.9781,105.475,-77.7302
1267,246.533,78.9543,105.404,-77.7134
1268,246.485,78.9305,105.334,-77.6966
1269,246.437,78.9068,105.264,-77.6798
1270,246.389,78.883,105.193,-77.663
1271,246.34,78.8593,105.123,-77.6462
1272,246.292,78.8356,105.052,-77.6295
1273,246.243,78.8119,104.982,-77.6127
1274,246.194,78.7883,104.912,-77.5959
1275,246.145,78.7646,104.842,-77.5792
1276,246.096,78.741,104.771,-77.5624
1277,246.046,78.7174,104.701,-77.5456
1278,245.997,78.6939,104.631,-77.5289
1279,245.947,78.6703,104.561,-77.5121
1280,245.897,78.6468,104.491,-77.4954
1281,245.847,78.6233,104.421,-77.4787
1282,245.797,78.5998,104.351,-77.4619
1283,245.747,78.5763,104.281,-77.4452
1284,245.697,78.5528,104.211,-77.4285
1285,245.646,78.5294,104.141,-77.4117
1286,245.596,78.506,104.071,-77.395
1287,245.545,78.4826,104.001,-77.3783
1288,245.494,78.4593,103.931,-77.3616
1289,245.443,78.4359,103.861,-77.3449
1290,245.392,78.4126,103.791,-77.3282
1291,245.34,78.3893,103.721,-77.3115
1292,245.289,78.3661,103.651,-77.2948
1293,245.237,78.3428,103.581,-77.2781
1294,245.186,78.3196,103.512,-77.2615
1295,245.134,78.2964,103.442,-77.2448
1296,245.082,78.2732,103.372,-77.2281
1297,245.03,78.25,103.302,-77.2114
1298,244.978,78.2269,103.233,-77.1948
1299,244.925,78.2038,103.163,-77.1781
1300,244.873,78.1807,103.093,-77.1615
1301,244.821,78.1576,103.023,-77.1449
1302,244.768,78.1345,102.954,-77.1282
1303,244.715,78.1115,102.884,-77.1116
1304,244.662,78.0885,102.815,-77.095
1305,244.609,78.0655,102.745,-77.0784
1306,244.556,78.0426,102.675,-77.0618
1307,244.503,78.0196,102.606,-77.0452
1308,244.45,77.9967,102.536,-77.0286
1309,244.396,77.9738,102.467,-77.012
1310,244.343,77.951,102.397,-76.9954
1311,244.289,77.9281,102.328,-76.9788
1312,244.235,77.9053,102.258,-76.9622
1313,244.182,77.8825,102.189,-76.9457
1314,244.128,77.8597,102.119,-76.9291
1315,244.074,77.837,102.05,-76.9126
1316,244.019,77.8143,101.98,-76.896
1317,243.965,77.7916,101.911,-76.8795
1318,243.911,77.7689,101.842,-76.863
1319,243.856,77.7462,101.772,-76.8465
