,Lon_N,Lat_N,Lon_S,Lat_S
665,129.672,84.9384,191.533,-84.3107
666,129.651,84.9639,191.297,-84.3073
667,129.629,84.9895,191.061,-84.3038
668,129.608,85.0151,190.826,-84.3003
669,129.587,85.0406,190.591,-84.2967
670,129.567,85.0663,190.356,-84.293
671,129.547,85.0919,190.122,-84.2893
672,129.528,85.1175,189.887,-84.2855
673,129.508,85.1432,189.653,-84.2817
674,129.49,85.1688,189.42,-84.2778
675,129.472,85.1945,189.186,-84.2738
676,129.454,85.2202,188.953,-84.2698
677,129.436,85.2459,188.721,-84.2657
678,129.42,85.2716,188.488,-84.2616
679,129.403,85.2974,188.256,-84.2573
680,129.387,85.3231,188.024,-84.2531
681,129.372,85.3489,187.793,-84.2487
682,129.357,85.3747,187.562,-84.2444
683,129.343,85.4005,187.331,-84.2399
684,129.329,85.4263,187.1,-84.2354
685,129.316,85.4521,186.87,-84.2308
686,129.303,85.478,186.64,-84.2262
687,129.29,85.5038,186.41,-84.2215
688,129.279,85.5297,186.181,-84.2168
689,129.268,85.5555,185.952,-84.212
690,129.257,85.5815,185.724,-84.2071
691,129.247,85.6074,185.496,-84.2022
692,129.238,85.6333,185.268,-84.1972
693,129.229,85.6592,185.04,-84.1921
694,129.221,85.6852,184.813,-84.187
695,129.214,85.7111,184.586,-84.1819
696,129.207,85.7371,184.36,-84.1767
697,129.201,85.7631,184.134,-84.1714
698,129.196,85.7891,183.908,-84.1661
699,129.191,85.8151,183.683,-84.1607
700,129.187,85.8411,183.458,-84.1552
701,129.184,85.8671,183.233,-84.1497
702,129.181,85.8932,183.009,-84.1442
703,129.179,85.9192,182.785,-84.1385
704,129.179,85.9453,182.561,-84.1329
705,129.178,85.9714,182.338,-84.1271
706,129.179,85.9975,182.116,-84.1214
707,129.18,86.0236,181.893,-84.1155
708,129.183,86.0497,181.671,-84.1096
709,129.186,86.0758,181.45,-84.1037
710,129.19,86.1019,181.229,-84.0977
711,129.195,86.1281,181.008,-84.0916
712,129.201,86.1542,180.787,-84.0855
713,129.208,86.1804,180.567,-84.0793
714,129.216,86.2066,180.348,-84.0731
715,129.224,86.2328,180.128,-84.0668
716,129.234,86.259,179.91,-84.0605
717,129.245,86.2852,179.691,-84.0541
718,129.257,86.3114,179.473,-84.0476
719,129.27,86.3376,179.256,-84.0411
720,129.284,86.3638,179.038,-84.0346
721,129.299,86.3901,178.822,-84.028
722,129.315,86.4163,178.605,-84.0213
723,129.333,86.4426,178.389,-84.0146
724,129.352,86.4688,178.174,-84.0078
725,129.372,86.4951,177.959,-84.001
726,129.393,86.5214,177.744,-83.9942
727,129.415,86.5477,177.53,-83.9873
728,129.439,86.574,177.316,-83.9803
729,129.464,86.6003,177.102,-83.9733
730,129.491,86.6266,176.889,-83.9662
731,129.519,86.6529,176.677,-83.959
732,129.549,86.6792,176.465,-83.9519
733,129.58,86.7056,176.253,-83.9446
734,129.612,86.7319,176.041,-83.9374
735,129.646,86.7582,175.831,-83.9301
736,129.682,86.7846,175.62,-83.9227
737,129.719,86.8109,175.41,-83.9152
738,129.758,86.8373,175.2,-83.9078
739,129.799,86.8636,174.991,-83.9002
740,129.842,86.89,174.782,-83.8927
741,129.886,86.9164,174.574,-83.885
742,129.933,86.9427,174.366,-83.8774
743,129.981,86.9691,174.159,-83.8697
744,130.031,86.9955,173.952,-83.8619
745,130.084,87.0219,173.745,-83.854
746,130.138,87.0482,173.539,-83.8462
747,130.195,87.0746,173.334,-83.8383
748,130.254,87.101,173.128,-83.8303
749,130.315,87.1274,172.923,-83.8223
750,130.378,87.1537,172.719,-83.8142
751,130.444,87.1801,172.515,-83.8061
752,130.512,87.2065,172.312,-83.798
753,130.583,87.2329,172.109,-83.7898
754,130.657,87.2592,171.906,-83.7815
755,130.733,87.2856,171.704,-83.7732
756,130.812,87.312,171.502,-83.7649
757,130.894,87.3384,171.301,-83.7565
758,130.979,87.3647,171.1,-83.7481
759,131.067,87.3911,170.9,-83.7396
760,131.158,87.4174,170.7,-83.7311
761,131.252,87.4438,170.501,-83.7225
762,131.35,87.4701,170.302,-83.7139
763,131.451,87.4964,170.103,-83.7052
764,131.556,87.5228,169.905,-83.6966
765,131.664,87.5491,169.707,-83.6878
766,131.776,87.5754,169.51,-83.679
767,131.892,87.6017,169.313,-83.6702
768,132.012,87.628,169.117,-83.6613
769,132.137,87.6542,168.921,-83.6524
770,132.265,87.6805,168.726,-83.6434
771,132.398,87.7067,168.531,-83.6344
772,132.536,87.733,168.336,-83.6254
773,132.679,87.7592,168.142,-83.6163
774,132.826,87.7854,167.949,-83.6071
775,132.979,87.8115,167.755,-83.598
776,133.137,87.8377,167.563,-83.5888
777,133.301,87.8638,167.37,-83.5795
778,133.47,87.8899,167.179,-83.5702
779,133.645,87.916,166.987,-83.5609
780,133.826,87.9421,166.796,-83.5515
781,134.014,87.9681,166.606,-83.542
782,134.208,87.9941,166.416,-83.5326
783,134.41,88.0201,166.226,-83.5231
784,134.618,88.0461,166.037,-83.5135
785,134.834,88.072,165.848,-83.5039
786,135.057,88.0978,165.66,-83.4943
787,135.289,88.1237,165.472,-83.4846
788,135.529,88.1495,165.285,-83.4749
789,135.777,88.1752,165.098,-83.4652
790,136.035,88.2009,164.912,-83.4554
791,136.303,88.2266,164.726,-83.4456
792,136.58,88.2522,164.54,-83.4357
793,136.867,88.2778,164.355,-83.4258
794,137.165,88.3033,164.17,-83.4158
795,137.474,88.3287,163.986,-83.4059
796,137.795,88.3541,163.802,-83.3958
797,138.128,88.3794,163.619,-83.3858
798,138.475,88.4047,163.436,-83.3757
799,138.834,88.4299,163.254,-83.3655
800,139.207,88.4549,163.072,-83.3554
801,139.595,88.48,162.89,-83.3452
802,139.998,88.5049,162.709,-83.3349
803,140.417,88.5297,162.528,-83.3246
804,140.853,88.5545,162.348,-83.3143
805,141.307,88.5791,162.168,-83.304
806,141.779,88.6036,161.989,-83.2936
807,142.27,88.628,161.81,-83.2831
808,142.781,88.6523,161.631,-83.2727
809,143.314,88.6764,161.453,-83.2622
810,143.87,88.7004,161.276,-83.2516
811,144.448,88.7243,161.099,-83.2411
812,145.052,88.748,160.922,-83.2304
813,145.681,88.7715,160.745,-83.2198
814,146.338,88.7949,160.57,-83.2091
815,147.023,88.8181,160.394,-83.1984
816,147.739,88.841,160.219,-83.1877
817,148.486,88.8638,160.044,-83.1769
818,149.267,88.8863,159.87,-83.1661
819,150.083,88.9085,159.697,-83.1552
820,150.935,88.9306,159.523,-83.1443
821,151.826,88.9523,159.35,-83.1334
822,152.758,88.9737,159.178,-83.1225
823,153.732,88.9949,159.006,-83.1115
824,154.75,89.0157,158.834,-83.1004
825,155.816,89.0361,158.663,-83.0894
826,156.931,89.0561,158.492,-83.0783
827,158.096,89.0758,158.322,-83.0672
828,159.315,89.095,158.152,-83.056
829,160.589,89.1137,157.983,-83.0449
830,161.922,89.1319,157.813,-83.0336
831,163.313,89.1496,157.645,-83.0224
832,164.766,89.1667,157.477,-83.0111
833,166.282,89.1833,157.309,-82.9998
834,167.862,89.1991,157.141,-82.9884
835,169.508,89.2143,156.974,-82.9771
836,171.221,89.2288,156.808,-82.9657
837,173,89.2425,156.642,-82.9542
838,174.847,89.2554,156.476,-82.9428
839,176.759,89.2675,156.31,-82.9313
840,178.735,89.2786,156.146,-82.9197
841,180.773,89.2888,155.981,-82.9082
842,182.87,89.2981,155.817,-82.8966
843,185.022,89.3063,155.653,-82.8849
844,187.225,89.3134,155.49,-82.8733
845,189.473,89.3195,155.327,-82.8616
846,191.758,89.3244,155.164,-82.8499
847,194.075,89.3282,155.002,-82.8382
848,196.416,89.3308,154.841,-82.8264
849,198.771,89.3322,154.679,-82.8146
850,201.134,89.3324,154.518,-82.8028
851,203.494,89.3314,154.358,-82.7909
852,205.843,89.3292,154.198,-82.779
853,208.173,89.3258,154.038,-82.7671
854,210.476,89.3213,153.879,-82.7552
855,212.745,89.3156,153.72,-82.7432
856,214.971,89.3088,153.561,-82.7312
857,217.151,89.3009,153.403,-82.7191
858,219.278,89.292,153.245,-82.7071
859,221.347,89.282,153.088,-82.695
860,223.356,89.2711,152.931,-82.6829
861,225.302,89.2593,152.774,-82.6708
862,227.182,89.2465,152.618,-82.6586
863,228.997,89.2329,152.462,-82.6464
864,230.744,89.2186,152.307,-82.6342
865,232.425,89.2034,152.152,-82.6219
866,234.039,89.1875,151.997,-82.6096
867,235.589,89.171,151.843,-82.5973
868,237.074,89.1538,151.689,-82.585
869,238.497,89.1361,151.535,-82.5726
870,239.859,89.1177,151.382,-82.5603
871,241.163,89.0988,151.229,-82.5479
872,242.41,89.0795,151.077,-82.5354
873,243.602,89.0596,150.925,-82.5229
874,244.742,89.0393,150.773,-82.5105
875,245.833,89.0186,150.622,-82.4979
876,246.875,88.9976,150.471,-82.4854
877,247.872,88.9761,150.32,-82.4728
878,248.824,88.9543,150.17,-82.4603
879,249.735,88.9322,150.02,-82.4476
880,250.607,88.9098,149.871,-82.435
881,251.44,88.8871,149.722,-82.4223
882,252.238,88.8641,149.573,-82.4096
883,253.001,88.8408,149.425,-82.3969
884,253.732,88.8174,149.277,-82.3842
885,254.431,88.7937,149.129,-82.3714
886,255.101,88.7698,148.982,-82.3586
887,255.744,88.7457,148.835,-82.3458
888,256.359,88.7214,148.688,-82.333
889,256.949,88.6969,148.542,-82.3201
890,257.515,88.6722,148.396,-82.3072
891,258.058,88.6474,148.25,-82.2943
892,258.579,88.6224,148.105,-82.2814
893,259.079,88.5973,147.96,-82.2684
894,259.559,88.5721,147.816,-82.2555
895,260.02,88.5467,147.672,-82.2425
896,260.464,88.5212,147.528,-82.2294
897,260.89,88.4955,147.385,-82.2164
898,261.299,88.4698,147.241,-82.2033
899,261.693,88.444,147.099,-82.1902
900,262.071,88.418,146.956,-82.1771
901,262.436,88.3919,146.814,-82.164
902,262.787,88.3658,146.672,-82.1508
903,263.124,88.3396,146.531,-82.1376
904,263.449,88.3133,146.39,-82.1244
905,263.762,88.2868,146.249,-82.1112
906,264.064,88.2604,146.109,-82.0979
907,264.354,88.2338,145.969,-82.0847
908,264.634,88.2072,145.829,-82.0714
909,264.904,88.1805,145.689,-82.0581
910,265.164,88.1537,145.55,-82.0447
911,265.415,88.1269,145.412,-82.0314
912,265.657,88.1,145.273,-82.018
913,265.89,88.0731,145.135,-82.0046
914,266.115,88.0461,144.997,-81.9911
915,266.332,88.019,144.86,-81.9777
916,266.542,87.9919,144.723,-81.9642
917,266.744,87.9647,144.586,-81.9508
918,266.939,87.9375,144.449,-81.9372
919,267.127,87.9103,144.313,-81.9237
920,267.309,87.883,144.177,-81.9102
921,267.484,87.8556,144.042,-81.8966
922,267.653,87.8282,143.906,-81.883
923,267.816,87.8008,143.771,-81.8694
924,267.974,87.7733,143.637,-81.8558
925,268.126,87.7458,143.503,-81.8421
926,268.273,87.7183,143.369,-81.8284
927,268.415,87.6907,143.235,-81.8148
928,268.552,87.6631,143.101,-81.801
929,268.684,87.6355,142.968,-81.7873
930,268.811,87.6078,142.836,-81.7736
931,268.934,87.5801,142.703,-81.7598
932,269.053,87.5524,142.571,-81.746
933,269.168,87.5246,142.439,-81.7322
934,269.278,87.4968,142.308,-81.7184
935,269.385,87.4689,142.176,-81.7045
936,269.487,87.4411,142.045,-81.6907
937,269.587,87.4132,141.915,-81.6768
938,269.682,87.3853,141.784,-81.6629
939,269.774,87.3574,141.654,-81.6489
940,269.863,87.3295,141.524,-81.635
941,269.948,87.3014,141.395,-81.621
942,270.031,87.2734,141.266,-81.6071
943,270.11,87.2455,141.137,-81.5931
944,270.186,87.2174,141.008,-81.5791
945,270.26,87.1894,140.88,-81.565
946,270.33,87.1613,140.752,-81.551
947,270.398,87.1332,140.624,-81.5369
948,270.464,87.1051,140.497,-81.5228
949,270.526,87.0769,140.369,-81.5087
950,270.586,87.0488,140.242,-81.4946
951,270.644,87.0206,140.116,-81.4804
952,270.7,86.9924,139.99,-81.4663
953,270.753,86.9642,139.863,-81.4521
954,270.804,86.9359,139.738,-81.4379
955,270.852,86.9077,139.612,-81.4237
956,270.899,86.8795,139.487,-81.4095
957,270.943,86.8512,139.362,-81.3952
958,270.986,86.8229,139.237,-81.381
959,271.026,86.7946,139.113,-81.3667
960,271.065,86.7663,138.989,-81.3524
961,271.101,86.738,138.865,-81.3381
962,271.136,86.7096,138.741,-81.3237
963,271.169,86.6813,138.618,-81.3094
964,271.201,86.6529,138.495,-81.295
965,271.23,86.6246,138.372,-81.2806
966,271.258,86.5962,138.249,-81.2662
967,271.285,86.5678,138.127,-81.2518
968,271.309,86.5394,138.005,-81.2374
969,271.333,86.511,137.883,-81.2229
970,271.354,86.4825,137.762,-81.2085
971,271.375,86.4541,137.641,-81.194
972,271.393,86.4257,137.52,-81.1795
973,271.411,86.3972,137.399,-81.165
974,271.427,86.3687,137.278,-81.1504
975,271.442,86.3403,137.158,-81.1359
976,271.455,86.3118,137.038,-81.1213
977,271.467,86.2833,136.919,-81.1067
978,271.478,86.2548,136.799,-81.0921
979,271.488,86.2262,136.68,-81.0775
980,271.496,86.1977,136.561,-81.0629
981,271.504,86.1692,136.442,-81.0483
982,271.51,86.1407,136.324,-81.0336
983,271.515,86.1121,136.206,-81.0189
984,271.519,86.0836,136.088,-81.0042
985,271.522,86.055,135.97,-80.9895
986,271.523,86.0265,135.852,-80.9748
987,271.524,85.9979,135.735,-80.9601
988,271.524,85.9693,135.618,-80.9453
989,271.522,85.9407,135.502,-80.9306
990,271.52,85.9121,135.385,-80.9158
991,271.517,85.8836,135.269,-80.901
992,271.513,85.8549,135.153,-80.8862
993,271.508,85.8263,135.037,-80.8713
994,271.502,85.7977,134.921,-80.8565
995,271.495,85.7691,134.806,-80.8417
996,271.487,85.7405,134.691,-80.8268
997,271.479,85.7119,134.576,-80.8119
998,271.47,85.6833,134.462,-80.797
999,271.459,85.6546,134.347,-80.7821
1000,271.448,85.626,134.233,-80.7672
1001,271.437,85.5973,134.119,-80.7522
1002,271.424,85.5687,134.005,-80.7373
1003,271.411,85.54,133.892,-80.7223
1004,271.397,85.5114,133.779,-80.7073
1005,271.382,85.4828,133.666,-80.6923
1006,271.366,85.4541,133.553,-80.6773
1007,271.35,85.4254,133.44,-80.6623
1008,271.333,85.3968,133.328,-80.6472
1009,271.316,85.3681,133.216,-80.6321
1010,271.298,85.3394,133.104,-80.6171
1011,271.279,85.3108,132.992,-80.602
1012,271.259,85.2821,132.881,-80.5869
1013,271.239,85.2534,132.77,-80.5718
1014,271.218,85.2247,132.659,-80.5567
1015,271.197,85.196,132.548,-80.5415
1016,271.175,85.1674,132.437,-80.5264
1017,271.152,85.1387,132.327,-80.5112
1018,271.129,85.11,132.217,-80.496
1019,271.105,85.0813,132.107,-80.4808
1020,271.081,85.0526,131.997,-80.4656
1021,271.056,85.0239,131.887,-80.4504
1022,271.03,84.9952,131.778,-80.4352
1023,271.004,84.9665,131.669,-80.4199
1024,270.978,84.9379,131.56,-80.4047
1025,270.951,84.9091,131.451,-80.3894
1026,270.923,84.8805,131.343,-80.3741
1027,270.895,84.8518,131.235,-80.3588
1028,270.867,84.8231,131.126,-80.3435
1029,270.837,84.7944,131.019,-80.3282
1030,270.808,84.7657,130.911,-80.3128
1031,270.778,84.737,130.803,-80.2975
1032,270.747,84.7083,130.696,-80.2821
1033,270.716,84.6796,130.589,-80.2667
1034,270.685,84.6509,130.482,-80.2514
1035,270.653,84.6223,130.376,-80.236
1036,270.621,84.5936,130.269,-80.2205
1037,270.588,84.5649,130.163,-80.2051
1038,270.555,84.5361,130.057,-80.1897
1039,270.522,84.5075,129.951,-80.1742
1040,270.487,84.4788,129.845,-80.1587
1041,270.453,84.4501,129.74,-80.1433
1042,270.418,84.4214,129.634,-80.1278
1043,270.383,84.3928,129.529,-80.1123
1044,270.348,84.3641,129.424,-80.0968
1045,270.312,84.3354,129.32,-80.0812
1046,270.275,84.3068,129.215,-80.0657
1047,270.238,84.2781,129.111,-80.0501
1048,270.201,84.2494,129.007,-80.0346
1049,270.164,84.2206,128.903,-80.019
1050,270.126,84.192,128.799,-80.0034
1051,270.088,84.1634,128.695,-79.9878
1052,270.049,84.135,128.592,-79.9722
1053,270.01,84.1068,128.489,-79.9566
1054,269.971,84.0769,128.386,-79.941
1055,269.931,84.0487,128.283,-79.9253
1056,269.892,84.0202,128.18,-79.9097
1057,269.851,83.9914,128.077,-79.894
1058,269.811,83.9629,127.975,-79.8783
1059,269.77,83.9342,127.873,-79.8626
1060,269.729,83.9056,127.771,-79.8469
1061,269.687,83.8769,127.669,-79.8312
1062,269.645,83.8483,127.568,-79.8155
1063,269.603,83.8196,127.466,-79.7997
1064,269.561,83.791,127.365,-79.784
1065,269.518,83.7624,127.264,-79.7682
1066,269.475,83.7338,127.163,-79.7524
1067,269.431,83.7052,127.062,-79.7366
1068,269.388,83.6766,126.962,-79.7208
1069,269.344,83.648,126.861,-79.705
1070,269.3,83.6194,126.761,-79.6892
1071,269.255,83.5908,126.661,-79.6734
1072,269.211,83.5623,126.561,-79.6575
1073,269.165,83.5337,126.461,-79.6417
1074,269.12,83.5051,126.362,-79.6258
1075,269.075,83.4765,126.262,-79.61
1076,269.029,83.4479,126.163,-79.5941
1077,268.983,83.4194,126.064,-79.5782
1078,268.936,83.3908,125.965,-79.5623
1079,268.89,83.3623,125.867,-79.5463
1080,268.843,83.3337,125.768,-79.5304
1081,268.796,83.3052,125.67,-79.5145
1082,268.749,83.2767,125.571,-79.4985
1083,268.701,83.2482,125.473,-79.4826
1084,268.653,83.2196,125.375,-79.4666
1085,268.605,83.1911,125.278,-79.4506
1086,268.557,83.1626,125.18,-79.4346
1087,268.509,83.1341,125.083,-79.4186
1088,268.46,83.1056,124.985,-79.4026
1089,268.411,83.0771,124.888,-79.3866
1090,268.362,83.0487,124.791,-79.3705
1091,268.312,83.0202,124.695,-79.3545
1092,268.263,82.9917,124.598,-79.3384
1093,268.213,82.9633,124.501,-79.3224
1094,268.163,82.9348,124.405,-79.3063
1095,268.112,82.9064,124.309,-79.2902
1096,268.062,82.8779,124.213,-79.2741
1097,268.011,82.8495,124.117,-79.258
1098,267.96,82.8211,124.021,-79.2419
1099,267.909,82.7927,123.926,-79.2257
1100,267.858,82.7643,123.83,-79.2096
1101,267.806,82.7359,123.735,-79.1935
1102,267.755,82.7075,123.64,-79.1773
1103,267.703,82.6791,123.545,-79.1611
1104,267.651,82.6507,123.45,-79.1449
1105,267.599,82.6223,123.355,-79.1288
1106,267.546,82.594,123.261,-79.1126
1107,267.493,82.5656,123.166,-79.0963
1108,267.441,82.5373,123.072,-79.0801
1109,267.388,82.5089,122.978,-79.0639
1110,267.334,82.4806,122.884,-79.0477
1111,267.281,82.4523,122.79,-79.0314
1112,267.227,82.424,122.697,-79.0152
1113,267.174,82.3957,122.603,-78.9989
1114,267.12,82.3674,122.51,-78.9826
1115,267.066,82.3391,122.416,-78.9663
1116,267.011,82.3108,122.323,-78.95
1117,266.957,82.2826,122.23,-78.9337
1118,266.902,82.2543,122.137,-78.9174
1119,266.847,82.2261,122.045,-78.9011
1120,266.792,82.1979,121.952,-78.8847
1121,266.737,82.1696,121.86,-78.8684
1122,266.682,82.1414,121.767,-78.852
1123,266.627,82.1132,121.675,-78.8357
1124,266.571,82.085,121.583,-78.8193
1125,266.515,82.0568,121.491,-78.8029
1126,266.459,82.0287,121.4,-78.7865
1127,266.403,82.0005,121.308,-78.7701
1128,266.347,81.9724,121.216,-78.7537
1129,266.291,81.9442,121.125,-78.7373
1130,266.234,81.9161,121.034,-78.7209
1131,266.177,81.888,120.943,-78.7044
1132,266.121,81.8599,120.852,-78.688
1133,266.064,81.8318,120.761,-78.6715
1134,266.006,81.8037,120.67,-78.6551
1135,265.949,81.7756,120.58,-78.6386
1136,265.892,81.7475,120.489,-78.6221
1137,265.834,81.7195,120.399,-78.6056
1138,265.776,81.6914,120.309,-78.5891
1139,265.719,81.6634,120.219,-78.5726
1140,265.661,81.6354,120.129,-78.5561
1141,265.602,81.6074,120.039,-78.5396
1142,265.544,81.5794,119.949,-78.523
1143,265.486,81.5514,119.859,-78.5065
1144,265.427,81.5234,119.77,-78.4899
1145,265.369,81.4955,119.681,-78.4734
1146,265.31,81.4675,119.591,-78.4568
1147,265.251,81.4396,119.502,-78.4402
1148,265.192,81.4117,119.413,-78.4236
1149,265.133,81.3838,119.324,-78.407
1150,265.073,81.3559,119.236,-78.3904
1151,265.014,81.328,119.147,-78.3738
1152,264.954,81.3001,119.059,-78.3572
1153,264.895,81.2723,118.97,-78.3406
1154,264.835,81.2444,118.882,-78.3239
1155,264.775,81.2166,118.794,-78.3073
1156,264.715,81.1888,118.706,-78.2906
1157,264.654,81.161,118.618,-78.2739
1158,264.594,81.1332,118.53,-78.2573
1159,264.534,81.1054,118.442,-78.2406
1160,264.473,81.0776,118.355,-78.2239
1161,264.412,81.0499,118.267,-78.2072
1162,264.352,81.0221,118.18,-78.1905
1163,264.291,80.9944,118.093,-78.1738
1164,264.23,80.9667,118.006,-78.1571
1165,264.169,80.939,117.918,-78.1403
1166,264.107,80.9113,117.832,-78.1236
1167,264.046,80.8837,117.745,-78.1069
1168,263.985,80.856,117.658,-78.0901
1169,263.923,80.8284,117.571,-78.0733
1170,263.861,80.8007,117.485,-78.0566
1171,263.799,80.7731,117.399,-78.0398
1172,263.738,80.7455,117.312,-78.023
1173,263.676,80.718,117.226,-78.0062
1174,263.613,80.6904,117.14,-77.9894
1175,263.551,80.6629,117.054,-77.9726
1176,263.489,80.6353,116.968,-77.9558
1177,263.426,80.6078,116.883,-77.939
1178,263.364,80.5803,116.797,-77.9221
1179,263.301,80.5528,116.711,-77.9053
1180,263.239,80.5253,116.626,-77.8885
1181,263.176,80.4979,116.541,-77.8716
1182,263.113,80.4704,116.456,-77.8547
1183,263.05,80.443,116.37,-77.8379
1184,262.987,80.4156,116.285,-77.821
1185,262.923,80.3882,116.201,-77.8041
1186,262.86,80.3608,116.116,-77.7872
1187,262.797,80.3335,116.031,-77.7703
1188,262.733,80.3061,115.946,-77.7534
1189,262.669,80.2788,115.862,-77.7365
1190,262.606,80.2515,115.777,-77.7196
1191,262.542,80.2242,115.693,-77.7027
1192,262.478,80.1969,115.609,-77.6857
1193,262.414,80.1696,115.525,-77.6688
1194,262.35,80.1424,115.441,-77.6518
1195,262.286,80.1152,115.357,-77.6349
1196,262.221,80.0879,115.273,-77.6179
1197,262.157,80.0608,115.189,-77.6009
1198,262.093,80.0336,115.106,-77.5839
1199,262.028,80.0064,115.022,-77.567
1200,261.964,79.9793,114.939,-77.55
1201,261.899,79.9521,114.855,-77.533
1202,261.834,79.925,114.772,-77.516
1203,261.769,79.8979,114.689,-77.4989
1204,261.704,79.8709,114.606,-77.4819
1205,261.639,79.8438,114.523,-77.4649
1206,261.574,79.8168,114.44,-77.4479
1207,261.509,79.7898,114.357,-77.4308
1208,261.443,79.7627,114.274,-77.4138
1209,261.378,79.7358,114.191,-77.3967
1210,261.313,79.7088,114.109,-77.3797
1211,261.247,79.6819,114.026,-77.3626
1212,261.181,79.6549,113.944,-77.3455
1213,261.116,79.628,113.862,-77.3285
1214,261.05,79.6011,113.78,-77.3114
1215,260.984,79.5742,113.697,-77.2943
1216,260.918,79.5474,113.615,-77.2772
1217,260.852,79.5206,113.533,-77.2601
1218,260.786,79.4937,113.452,-77.243
1219,260.72,79.4669,113.37,-77.2259
1220,260.654,79.4402,113.288,-77.2087
1221,260.587,79.4134,113.207,-77.1916
1222,260.521,79.3867,113.125,-77.1745
1223,260.455,79.3599,113.044,-77.1573
1224,260.388,79.3332,112.962,-77.1402
1225,260.321,79.3066,112.881,-77.123
1226,260.255,79.2799,112.8,-77.1059
1227,260.188,79.2532,112.719,-77.0887
1228,260.121,79.2266,112.638,-77.0715
1229,260.054,79.2,112.557,-77.0544
1230,259.987,79.1734,112.476,-77.0372
1231,259.92,79.1469,112.395,-77.02
1232,259.853,79.1203,112.314,-77.0028
1233,259.786,79.0938,112.234,-76.9856
1234,259.719,79.0673,112.153,-76.9684
1235,259.651,79.0408,112.073,-76.9512
1236,259.584,79.0144,111.992,-76.934
1237,259.517,78.9879,111.912,-76.9168
1238,259.449,78.9615,111.832,-76.8995
1239,259.382,78.9351,111.751,-76.8823
1240,259.314,78.9087,111.671,-76.8651
1241,259.246,78.8824,111.591,-76.8478
1242,259.179,78.856,111.511,-76.8306
1243,259.111,78.8297,111.431,-76.8133
1244,259.043,78.8034,111.352,-76.7961
1245,258.975,78.7771,111.272,-76.7788
1246,258.907,78.7509,111.192,-76.7615
1247,258.839,78.7246,111.113,-76.7442
1248,258.771,78.6984,111.033,-76.727
1249,258.703,78.6722,110.954,-76.7097
1250,258.634,78.6461,110.874,-76.6924
1251,258.566,78.6199,110.795,-76.6751
1252,258.498,78.5938,110.716,-76.6578
1253,258.429,78.5677,110.637,-76.6405
1254,258.361,78.5416,110.558,-76.6232
1255,258.292,78.5156,110.479,-76.6059
1256,258.224,78.4895,110.4,-76.5886
1257,258.155,78.4635,110.321,-76.5712
1258,258.086,78.4375,110.242,-76.5539
1259,258.017,78.4115,110.163,-76.5366
1260,257.949,78.3856,110.084,-76.5192
1261,257.88,78.3597,110.006,-76.5019
1262,257.811,78.3338,109.927,-76.4846
1263,257.742,78.3079,109.849,-76.4672
1264,257.673,78.282,109.77,-76.4498
1265,257.604,78.2562,109.692,-76.4325
1266,257.535,78.2304,109.614,-76.4151
1267,257.465,78.2046,109.536,-76.3978
1268,257.396,78.1788,109.457,-76.3804
1269,257.327,78.1531,109.379,-76.363
1270,257.258,78.1274,109.301,-76.3456
1271,257.188,78.1017,109.223,-76.3282
1272,257.119,78.076,109.146,-76.3109
1273,257.049,78.0503,109.068,-76.2935
1274,256.98,78.0247,108.99,-76.2761
1275,256.91,77.9991,108.912,-76.2587
1276,256.841,77.9735,108.835,-76.2413
1277,256.771,77.948,108.757,-76.2239
1278,256.701,77.9224,108.679,-76.2064
1279,256.631,77.8969,108.602,-76.189
1280,256.562,77.8714,108.525,-76.1716
1281,256.492,77.846,108.447,-76.1542
1282,256.422,77.8205,108.37,-76.1368
1283,256.352,77.7951,108.293,-76.1193
1284,256.282,77.7697,108.216,-76.1019
1285,256.212,77.7444,108.138,-76.0845
1286,256.142,77.719,108.061,-76.067
1287,256.072,77.6937,107.984,-76.0496
1288,256.001,77.6684,107.908,-76.0321
1289,255.931,77.6431,107.831,-76.0147
1290,255.861,77.6179,107.754,-75.9972
1291,255.791,77.5927,107.677,-75.9798
1292,255.72,77.5675,107.6,-75.9623
1293,255.65,77.5423,107.524,-75.9449
1294,255.58,77.5172,107.447,-75.9274
1295,255.509,77.4921,107.371,-75.9099
1296,255.439,77.4669,107.294,-75.8924
1297,255.368,77.4419,107.218,-75.875
1298,255.298,77.4168,107.141,-75.8575
1299,255.227,77.3918,107.065,-75.84
1300,255.156,77.3668,106.989,-75.8225
1301,255.086,77.3418,106.912,-75.805
1302,255.015,77.3169,106.836,-75.7876
1303,254.944,77.292,106.76,-75.7701
1304,254.874,77.2671,106.684,-75.7526
1305,254.803,77.2422,106.608,-75.7351
1306,254.732,77.2174,106.532,-75.7176
1307,254.661,77.1925,106.456,-75.7001
1308,254.59,77.1677,106.38,-75.6826
1309,254.519,77.143,106.304,-75.6651
1310,254.448,77.1182,106.229,-75.6476
1311,254.377,77.0935,106.153,-75.6301
1312,254.306,77.0688,106.077,-75.6126
1313,254.235,77.0442,106.002,-75.5951
1314,254.164,77.0195,105.926,-75.5776
1315,254.093,76.9949,105.851,-75.56
1316,254.022,76.9703,105.775,-75.5425
1317,253.95,76.9458,105.7,-75.525
1318,253.879,76.9212,105.624,-75.5075
1319,253.808,76.8967,105.549,-75.49
1320,253.737,76.8722,105.474,-75.4725
