Lon_euro,Lon_efp,Lat_efp
100.800,76.408,-63.5599
100.900,76.477,-63.5666
101.000,76.5461,-63.5732
101.100,76.6151,-63.5799
101.200,76.6842,-63.5866
101.300,76.7533,-63.5933
101.400,76.8224,-63.6001
101.500,76.8915,-63.6068
101.600,76.9606,-63.6136
101.700,77.0297,-63.6205
101.800,77.0988,-63.6273
101.900,77.168,-63.6342
102.000,77.2371,-63.6411
102.100,77.3062,-63.6480
102.200,77.3754,-63.6549
102.300,77.4446,-63.6619
102.400,77.5138,-63.6689
102.500,77.5829,-63.6759
102.600,77.6521,-63.6829
102.700,77.7213,-63.6900
102.800,77.7905,-63.6971
102.900,77.8597,-63.7042
103.000,77.929,-63.7113
103.100,77.9982,-63.7185
103.200,78.0675,-63.7257
103.300,78.1367,-63.7329
103.400,78.206,-63.7402
103.500,78.2752,-63.7474
103.600,78.3445,-63.7547
103.700,78.4138,-63.7621
103.800,78.4831,-63.7694
103.900,78.5524,-63.7768
104.000,78.6217,-63.7842
104.100,78.691,-63.7916
104.200,78.7603,-63.7990
104.300,78.8296,-63.8065
104.400,78.899,-63.8140
104.500,78.9683,-63.8215
104.600,79.0377,-63.8291
104.700,79.107,-63.8367
104.800,79.1764,-63.8443
104.900,79.2458,-63.8519
105.000,79.3152,-63.8596
105.100,79.3846,-63.8673
105.200,79.4539,-63.8750
105.300,79.5234,-63.8828
105.400,79.5928,-63.8905
105.500,79.6622,-63.8983
105.600,79.7316,-63.9061
105.700,79.8011,-63.9140
105.800,79.8705,-63.9219
105.900,79.9399,-63.9298
106.000,80.0094,-63.9378
106.100,80.0789,-63.9457
106.200,80.1483,-63.9537
106.300,80.2178,-63.9617
106.400,80.2873,-63.9698
106.500,80.3568,-63.9779
106.600,80.4263,-63.9860
106.700,80.4958,-63.9941
106.800,80.5653,-64.0023
106.900,80.6348,-64.0105
107.000,80.7044,-64.0187
107.100,80.7739,-64.0269
107.200,80.8435,-64.0352
107.300,80.913,-64.0435
107.400,80.9826,-64.0519
107.500,81.0521,-64.0602
107.600,81.1217,-64.0686
107.700,81.1913,-64.0770
107.800,81.2608,-64.0855
107.900,81.3304,-64.0939
108.000,81.4,-64.1025
108.100,81.4696,-64.1110
108.200,81.5392,-64.1196
108.300,81.6089,-64.1282
108.400,81.6785,-64.1368
108.500,81.7481,-64.1455
108.600,81.8177,-64.1542
108.700,81.8874,-64.1629
108.800,81.957,-64.1716
108.900,82.0267,-64.1804
109.000,82.0963,-64.1892
109.100,82.166,-64.1981
109.200,82.2357,-64.2069
109.300,82.3053,-64.2159
109.400,82.375,-64.2248
109.500,82.4447,-64.2338
109.600,82.5144,-64.2427
109.700,82.5841,-64.2518
109.800,82.6538,-64.2608
109.900,82.7235,-64.2699
110.000,82.7932,-64.2791
110.100,82.863,-64.2882
110.200,82.9327,-64.2974
110.300,83.0024,-64.3066
110.400,83.0721,-64.3158
110.500,83.1419,-64.3251
110.600,83.2116,-64.3344
110.700,83.2814,-64.3438
110.800,83.3512,-64.3531
110.900,83.4209,-64.3625
111.000,83.4907,-64.3720
111.100,83.5604,-64.3815
111.200,83.6302,-64.3910
111.300,83.7,-64.4005
111.400,83.7698,-64.4100
111.500,83.8396,-64.4196
111.600,83.9094,-64.4293
111.700,83.9792,-64.4389
111.800,84.049,-64.4486
111.900,84.1188,-64.4584
112.000,84.1886,-64.4681
112.100,84.2584,-64.4779
112.200,84.3283,-64.4877
112.300,84.3981,-64.4976
112.400,84.4679,-64.5075
112.500,84.5377,-64.5175
112.600,84.6076,-64.5274
112.700,84.6774,-64.5374
112.800,84.7473,-64.5474
112.900,84.8171,-64.5575
113.000,84.887,-64.5676
113.100,84.9568,-64.5777
113.200,85.0267,-64.5879
113.300,85.0966,-64.5981
113.400,85.1665,-64.6083
113.500,85.2363,-64.6186
113.600,85.3062,-64.6289
113.700,85.3761,-64.6392
113.800,85.446,-64.6496
113.900,85.5158,-64.6600
114.000,85.5857,-64.6704
114.100,85.6556,-64.6809
114.200,85.7255,-64.6914
114.300,85.7954,-64.7020
114.400,85.8653,-64.7125
114.500,85.9352,-64.7232
114.600,86.0051,-64.7338
114.700,86.0751,-64.7445
114.800,86.145,-64.7552
114.900,86.2149,-64.7660
115.000,86.2848,-64.7768
115.100,86.3547,-64.7876
115.200,86.4246,-64.7985
115.300,86.4946,-64.8094
115.400,86.5645,-64.8203
115.500,86.6344,-64.8313
115.600,86.7044,-64.8423
115.700,86.7743,-64.8533
115.800,86.8442,-64.8644
115.900,86.9142,-64.8755
116.000,86.9841,-64.8867
116.100,87.054,-64.8979
116.200,87.124,-64.9091
116.300,87.1939,-64.9204
116.400,87.2639,-64.9317
116.500,87.3338,-64.9430
116.600,87.4038,-64.9544
116.700,87.4737,-64.9658
116.800,87.5437,-64.9772
116.900,87.6136,-64.9887
117.000,87.6836,-65.0003
117.100,87.7535,-65.0118
117.200,87.8235,-65.0234
117.300,87.8934,-65.0350
117.400,87.9634,-65.0467
117.500,88.0333,-65.0584
117.600,88.1033,-65.0701
117.700,88.1733,-65.0819
117.800,88.2432,-65.0937
117.900,88.3132,-65.1056
118.000,88.3831,-65.1175
118.100,88.4531,-65.1295
118.200,88.523,-65.1414
118.300,88.593,-65.1534
118.400,88.663,-65.1655
118.500,88.7329,-65.1776
118.600,88.8029,-65.1898
118.700,88.8728,-65.2018
118.800,88.9428,-65.2140
118.900,89.0127,-65.2264
119.000,89.0827,-65.2386
119.100,89.1526,-65.2509
119.200,89.2226,-65.2634
119.300,89.2925,-65.2756
119.400,89.3625,-65.2882
119.500,89.4324,-65.3008
119.600,89.5024,-65.3130
119.700,89.5723,-65.3259
119.800,89.6423,-65.3381
119.900,89.7122,-65.3508
120.000,89.7822,-65.3637
120.100,89.8521,-65.3761
120.200,89.922,-65.3893
120.300,89.992,-65.3999
120.400,90.0619,-65.4177
120.500,90.1318,-65.4285
120.600,90.2018,-65.4413
120.700,90.2717,-65.4540
120.800,90.3416,-65.4667
120.900,90.4115,-65.4801
121.000,90.4814,-65.4929
121.100,90.5514,-65.5060
121.200,90.6213,-65.5191
121.300,90.6912,-65.5324
121.400,90.7611,-65.5457
121.500,90.831,-65.5588
121.600,90.9009,-65.5721
121.700,90.9708,-65.5855
121.800,91.0407,-65.5990
121.900,91.1105,-65.6123
122.000,91.1804,-65.6258
122.100,91.2503,-65.6393
122.200,91.3202,-65.6530
122.300,91.3901,-65.6666
122.400,91.4599,-65.6802
122.500,91.5298,-65.6940
122.600,91.5997,-65.7077
122.700,91.6695,-65.7215
122.800,91.7394,-65.7354
122.900,91.8092,-65.7492
123.000,91.8791,-65.7631
123.100,91.9489,-65.7770
123.200,92.0187,-65.7910
123.300,92.0885,-65.8051
123.400,92.1584,-65.8192
123.500,92.2282,-65.8333
123.600,92.298,-65.8474
123.700,92.3678,-65.8617
123.800,92.4376,-65.8760
123.900,92.5074,-65.8902
124.000,92.5771,-65.9045
124.100,92.6469,-65.9189
124.200,92.7167,-65.9334
124.300,92.7865,-65.9478
124.400,92.8562,-65.9624
124.500,92.926,-65.9769
124.600,92.9957,-65.9915
124.700,93.0655,-66.0061
124.800,93.1352,-66.0209
124.900,93.2049,-66.0356
125.000,93.2746,-66.0504
125.100,93.3443,-66.0652
125.200,93.414,-66.0800
125.300,93.4837,-66.0949
125.400,93.5534,-66.1099
125.500,93.6231,-66.1249
125.600,93.6928,-66.1400
125.700,93.7624,-66.1550
125.800,93.8321,-66.1702
125.900,93.9017,-66.1854
126.000,93.9714,-66.2006
126.100,94.041,-66.2158
126.200,94.1106,-66.2311
126.300,94.1802,-66.2465
126.400,94.2498,-66.2619
126.500,94.3194,-66.2774
126.600,94.389,-66.2929
126.700,94.4585,-66.3084
126.800,94.5281,-66.3240
126.900,94.5977,-66.3396
127.000,94.6672,-66.3553
127.100,94.7367,-66.3710
127.200,94.8062,-66.3868
127.300,94.8757,-66.4026
127.400,94.9452,-66.4184
127.500,95.0147,-66.4343
127.600,95.0842,-66.4503
127.700,95.1537,-66.4663
127.800,95.2231,-66.4823
127.900,95.2926,-66.4984
128.000,95.362,-66.5145
128.100,95.4314,-66.5307
128.200,95.5008,-66.5469
128.300,95.5702,-66.5632
128.400,95.6396,-66.5795
128.500,95.709,-66.5959
128.600,95.7783,-66.6123
128.700,95.8476,-66.6287
128.800,95.917,-66.6453
128.900,95.9863,-66.6618
129.000,96.0556,-66.6784
129.100,96.1249,-66.6951
129.200,96.1942,-66.7117
129.300,96.2634,-66.7285
129.400,96.3327,-66.7453
129.500,96.4019,-66.7621
129.600,96.4711,-66.7790
129.700,96.5403,-66.7959
129.800,96.6095,-66.8129
129.900,96.6787,-66.8299
130.000,96.7479,-66.8470
130.100,96.817,-66.8641
130.200,96.8861,-66.8813
130.300,96.9552,-66.8985
130.400,97.0243,-66.9158
130.500,97.0934,-66.9331
130.600,97.1625,-66.9504
130.700,97.2315,-66.9678
130.800,97.3006,-66.9853
130.900,97.3696,-67.0028
131.000,97.4386,-67.0204
131.100,97.5076,-67.0379
131.200,97.5765,-67.0556
131.300,97.6455,-67.0733
131.400,97.7144,-67.0910
131.500,97.7833,-67.1088
131.600,97.8522,-67.1267
131.700,97.9211,-67.1446
131.800,97.99,-67.1625
131.900,98.0588,-67.1805
132.000,98.1276,-67.1986
132.100,98.1964,-67.2166
132.200,98.2652,-67.2348
132.300,98.334,-67.2530
132.400,98.4027,-67.2712
132.500,98.4714,-67.2895
132.600,98.5401,-67.3078
132.700,98.6088,-67.3262
132.800,98.6775,-67.3447
132.900,98.7461,-67.3631
133.000,98.8147,-67.3817
133.100,98.8833,-67.4003
133.200,98.9519,-67.4189
133.300,99.0205,-67.4376
133.400,99.089,-67.4563
133.500,99.1575,-67.4751
133.600,99.226,-67.4939
133.700,99.2945,-67.5128
133.800,99.3629,-67.5317
133.900,99.4313,-67.5507
134.000,99.4997,-67.5698
134.100,99.5681,-67.5888
134.200,99.6364,-67.6080
134.300,99.7048,-67.6272
134.400,99.7731,-67.6464
134.500,99.8414,-67.6657
134.600,99.9096,-67.6850
134.700,99.9778,-67.7044
134.800,100.046,-67.7239
134.900,100.114,-67.7434
135.000,100.182,-67.7629
135.100,100.25,-67.7825
135.200,100.319,-67.8021
135.300,100.387,-67.8218
135.400,100.455,-67.8416
135.500,100.523,-67.8614
135.600,100.591,-67.8812
135.700,100.659,-67.9011
135.800,100.727,-67.9211
135.900,100.795,-67.9411
136.000,100.862,-67.9611
136.100,100.93,-67.9812
136.200,100.998,-68.0014
136.300,101.066,-68.0216
136.400,101.134,-68.0419
136.500,101.201,-68.0622
136.600,101.269,-68.0825
136.700,101.337,-68.1030
136.800,101.404,-68.1234
136.900,101.472,-68.1439
137.000,101.54,-68.1645
137.100,101.607,-68.1851
137.200,101.675,-68.2058
137.300,101.742,-68.2265
137.400,101.81,-68.2473
137.500,101.877,-68.2681
137.600,101.945,-68.2890
137.700,102.012,-68.3100
137.800,102.079,-68.3310
137.900,102.147,-68.3520
138.000,102.214,-68.3731
138.100,102.281,-68.3942
138.200,102.348,-68.4155
138.300,102.415,-68.4367
138.400,102.483,-68.4580
138.500,102.55,-68.4794
138.600,102.617,-68.5008
138.700,102.684,-68.5222
138.800,102.751,-68.5438
138.900,102.818,-68.5653
139.000,102.885,-68.5870
139.100,102.951,-68.6086
139.200,103.018,-68.6304
139.300,103.085,-68.6522
139.400,103.152,-68.6740
139.500,103.219,-68.6959
139.600,103.285,-68.7178
139.700,103.352,-68.7398
139.800,103.418,-68.7619
139.900,103.485,-68.7840
140.000,103.552,-68.8061
140.100,103.618,-68.8283
140.200,103.685,-68.8506
140.300,103.751,-68.8729
140.400,103.817,-68.8953
140.500,103.884,-68.9177
140.600,103.95,-68.9402
140.700,104.016,-68.9627
140.800,104.082,-68.9853
140.900,104.148,-69.0079
141.000,104.215,-69.0306
141.100,104.281,-69.0534
141.200,104.347,-69.0762
141.300,104.413,-69.0990
141.400,104.479,-69.1220
141.500,104.544,-69.1449
141.600,104.61,-69.1679
141.700,104.676,-69.1910
141.800,104.742,-69.2141
141.900,104.807,-69.2373
142.000,104.873,-69.2605
142.100,104.939,-69.2838
142.200,105.004,-69.3072
142.300,105.07,-69.3306
142.400,105.135,-69.3540
142.500,105.201,-69.3775
142.600,105.266,-69.4011
142.700,105.331,-69.4247
142.800,105.397,-69.4484
142.900,105.462,-69.4721
143.000,105.527,-69.4959
143.100,105.592,-69.5197
143.200,105.657,-69.5436
143.300,105.722,-69.5676
143.400,105.787,-69.5916
143.500,105.852,-69.6156
143.600,105.917,-69.6397
143.700,105.981,-69.6639
143.800,106.046,-69.6881
143.900,106.111,-69.7124
144.000,106.175,-69.7367
144.100,106.24,-69.7611
144.200,106.305,-69.7855
144.300,106.369,-69.8100
144.400,106.433,-69.8346
144.500,106.498,-69.8592
144.600,106.562,-69.8838
144.700,106.626,-69.9085
144.800,106.69,-69.9333
144.900,106.754,-69.9581
145.000,106.818,-69.9830
145.100,106.882,-70.0079
145.200,106.946,-70.0329
145.300,107.01,-70.0580
145.400,107.074,-70.0831
145.500,107.138,-70.1082
145.600,107.201,-70.1335
145.700,107.265,-70.1587
145.800,107.328,-70.1840
145.900,107.392,-70.2094
146.000,107.455,-70.2348
146.100,107.518,-70.2603
146.200,107.582,-70.2859
146.300,107.645,-70.3115
146.400,107.708,-70.3371
146.500,107.771,-70.3628
146.600,107.834,-70.3886
146.700,107.897,-70.4144
146.800,107.96,-70.4403
146.900,108.023,-70.4662
147.000,108.085,-70.4922
147.100,108.148,-70.5182
147.200,108.21,-70.5443
147.300,108.273,-70.5705
147.400,108.335,-70.5967
147.500,108.398,-70.6230
147.600,108.46,-70.6493
147.700,108.522,-70.6757
147.800,108.584,-70.7021
147.900,108.646,-70.7286
148.000,108.708,-70.7551
148.100,108.77,-70.7817
148.200,108.832,-70.8084
148.300,108.893,-70.8351
148.400,108.955,-70.8619
148.500,109.017,-70.8887
148.600,109.078,-70.9156
148.700,109.14,-70.9425
148.800,109.201,-70.9695
148.900,109.262,-70.9965
149.000,109.323,-71.0236
149.100,109.384,-71.0508
149.200,109.445,-71.0780
149.300,109.506,-71.1053
149.400,109.567,-71.1326
149.500,109.628,-71.1600
149.600,109.688,-71.1874
149.700,109.749,-71.2149
149.800,109.809,-71.2425
149.900,109.869,-71.2701
