Lon_io_S,Lon_ifp_S,Lat_ifp_S,Lon_io_N,Lon_ifp_N,Lat_ifp_N
48.8,48.2509,-58.1063,48.8,95.6128,74.7293
48.9,48.3351,-58.0973,48.9,95.7519,74.6809
49,48.4193,-58.0884,49,95.8903,74.6324
49.1,48.5034,-58.0794,49.1,96.0282,74.5838
49.2,48.5874,-58.0705,49.2,96.1655,74.5351
49.3,48.6714,-58.0616,49.3,96.3023,74.4864
49.4,48.7553,-58.0527,49.4,96.4385,74.4375
49.5,48.8392,-58.0439,49.5,96.5741,74.3886
49.6,48.923,-58.0351,49.6,96.7092,74.3396
49.7,49.0067,-58.0263,49.7,96.8438,74.2905
49.8,49.0904,-58.0175,49.8,96.9779,74.2414
49.9,49.1741,-58.0087,49.9,97.1114,74.1921
50,49.2577,-58,50,97.2445,74.1428
50.1,49.3412,-57.9913,50.1,97.377,74.0934
50.2,49.4247,-57.9826,50.2,97.5091,74.0439
50.3,49.5081,-57.9739,50.3,97.6406,73.9944
50.4,49.5914,-57.9653,50.4,97.7717,73.9448
50.5,49.6747,-57.9567,50.5,97.9023,73.8951
50.6,49.758,-57.9481,50.6,98.0325,73.8453
50.7,49.8412,-57.9395,50.7,98.1622,73.7955
50.8,49.9243,-57.931,50.8,98.2914,73.7456
50.9,50.0073,-57.9225,50.9,98.4202,73.6956
51,50.0903,-57.914,51,98.5486,73.6456
51.1,50.1733,-57.9055,51.1,98.6765,73.5955
51.2,50.2561,-57.8971,51.2,98.804,73.5454
51.3,50.3389,-57.8887,51.3,98.9311,73.4952
51.4,50.4217,-57.8803,51.4,99.0577,73.4449
51.5,50.5044,-57.8719,51.5,99.184,73.3946
51.6,50.587,-57.8636,51.6,99.3098,73.3442
51.7,50.6696,-57.8553,51.7,99.4353,73.2937
51.8,50.7521,-57.847,51.8,99.5604,73.2432
51.9,50.8345,-57.8388,51.9,99.6851,73.1927
52,50.9169,-57.8306,52,99.8094,73.1421
52.1,50.9992,-57.8224,52.1,99.9333,73.0914
52.2,51.0814,-57.8142,52.2,100.057,73.0407
52.3,51.1636,-57.8061,52.3,100.18,72.99
52.4,51.2457,-57.798,52.4,100.303,72.9392
52.5,51.3278,-57.7899,52.5,100.425,72.8883
52.6,51.4097,-57.7819,52.6,100.548,72.8374
52.7,51.4917,-57.7739,52.7,100.669,72.7865
52.8,51.5735,-57.7659,52.8,100.791,72.7355
52.9,51.6553,-57.7579,52.9,100.912,72.6845
53,51.737,-57.75,53,101.033,72.6335
53.1,51.8187,-57.7421,53.1,101.153,72.5824
53.2,51.9002,-57.7343,53.2,101.273,72.5312
53.3,51.9818,-57.7264,53.3,101.393,72.4801
53.4,52.0632,-57.7186,53.4,101.513,72.4289
53.5,52.1446,-57.7109,53.5,101.632,72.3776
53.6,52.2259,-57.7031,53.6,101.751,72.3264
53.7,52.3071,-57.6954,53.7,101.87,72.2751
53.8,52.3883,-57.6877,53.8,101.988,72.2237
53.9,52.4694,-57.6801,53.9,102.106,72.1724
54,52.5504,-57.6725,54,102.224,72.121
54.1,52.6314,-57.6649,54.1,102.341,72.0696
54.2,52.7123,-57.6574,54.2,102.459,72.0181
54.3,52.7931,-57.6499,54.3,102.576,71.9667
54.4,52.8738,-57.6424,54.4,102.692,71.9152
54.5,52.9545,-57.6349,54.5,102.809,71.8637
54.6,53.0351,-57.6275,54.6,102.925,71.8121
54.7,53.1157,-57.6201,54.7,103.041,71.7606
54.8,53.1961,-57.6128,54.8,103.156,71.709
54.9,53.2765,-57.6055,54.9,103.272,71.6574
55,53.3568,-57.5982,55,103.387,71.6058
55.1,53.4371,-57.591,55.1,103.502,71.5542
55.2,53.5172,-57.5838,55.2,103.616,71.5026
55.3,53.5974,-57.5766,55.3,103.731,71.451
55.4,53.6774,-57.5695,55.4,103.845,71.3993
55.5,53.7573,-57.5623,55.5,103.959,71.3476
55.6,53.8372,-57.5553,55.6,104.073,71.296
55.7,53.917,-57.5483,55.7,104.186,71.2443
55.8,53.9967,-57.5412,55.8,104.3,71.1926
55.9,54.0764,-57.5343,55.9,104.413,71.1409
56,54.156,-57.5274,56,104.525,71.0892
56.1,54.2355,-57.5205,56.1,104.638,71.0375
56.2,54.3149,-57.5136,56.2,104.75,70.9858
56.3,54.3943,-57.5068,56.3,104.863,70.9341
56.4,54.4736,-57.5,56.4,104.975,70.8824
56.5,54.5528,-57.4933,56.5,105.086,70.8307
56.6,54.6319,-57.4865,56.6,105.198,70.7789
56.7,54.711,-57.4799,56.7,105.309,70.7272
56.8,54.7899,-57.4732,56.8,105.421,70.6755
56.9,54.8689,-57.4666,56.9,105.531,70.6238
57,54.9477,-57.4601,57,105.642,70.5721
57.1,55.0264,-57.4535,57.1,105.753,70.5205
57.2,55.1051,-57.4471,57.2,105.863,70.4688
57.3,55.1837,-57.4406,57.3,105.973,70.4171
57.4,55.2622,-57.4342,57.4,106.083,70.3654
57.5,55.3407,-57.4278,57.5,106.193,70.3138
57.6,55.4191,-57.4215,57.6,106.303,70.2622
57.7,55.4973,-57.4152,57.7,106.412,70.2105
57.8,55.5756,-57.4089,57.8,106.522,70.1589
57.9,55.6537,-57.4027,57.9,106.631,70.1073
58,55.7318,-57.3965,58,106.74,70.0557
58.1,55.8098,-57.3903,58.1,106.848,70.0042
58.2,55.8876,-57.3842,58.2,106.957,69.9526
58.3,55.9655,-57.3781,58.3,107.065,69.9011
58.4,56.0432,-57.3721,58.4,107.174,69.8495
58.5,56.1209,-57.3661,58.5,107.282,69.798
58.6,56.1985,-57.3602,58.6,107.389,69.7466
58.7,56.276,-57.3542,58.7,107.497,69.6951
58.8,56.3535,-57.3484,58.8,107.605,69.6437
58.9,56.4308,-57.3425,58.9,107.712,69.5923
59,56.5081,-57.3367,59,107.819,69.5409
59.1,56.5853,-57.3309,59.1,107.926,69.4895
59.2,56.6624,-57.3252,59.2,108.033,69.4382
59.3,56.7394,-57.3195,59.3,108.14,69.3869
59.4,56.8164,-57.3139,59.4,108.246,69.3356
59.5,56.8933,-57.3083,59.5,108.353,69.2844
59.6,56.9701,-57.3027,59.6,108.459,69.2331
59.7,57.0468,-57.2972,59.7,108.565,69.1819
59.8,57.1235,-57.2917,59.8,108.671,69.1308
59.9,57.2001,-57.2863,59.9,108.777,69.0797
60,57.2766,-57.2809,60,108.882,69.0286
60.1,57.3529,-57.2755,60.1,108.988,68.9775
60.2,57.4293,-57.2702,60.2,109.093,68.9265
60.3,57.5056,-57.2649,60.3,109.198,68.8755
60.4,57.5817,-57.2596,60.4,109.303,68.8245
60.5,57.6578,-57.2544,60.5,109.408,68.7736
60.6,57.7338,-57.2493,60.6,109.512,68.7227
60.7,57.8098,-57.2441,60.7,109.617,68.6718
60.8,57.8856,-57.239,60.8,109.721,68.621
60.9,57.9614,-57.234,60.9,109.825,68.5703
61,58.0371,-57.229,61,109.929,68.5195
61.1,58.1127,-57.224,61.1,110.033,68.4688
61.2,58.1882,-57.2191,61.2,110.137,68.4182
61.3,58.2637,-57.2142,61.3,110.24,68.3676
61.4,58.3391,-57.2094,61.4,110.344,68.317
61.5,58.4144,-57.2046,61.5,110.447,68.2664
61.6,58.4896,-57.1998,61.6,110.55,68.216
61.7,58.5648,-57.1951,61.7,110.653,68.1655
61.8,58.6398,-57.1904,61.8,110.756,68.1151
61.9,58.7148,-57.1858,61.9,110.858,68.0648
62,58.7897,-57.1812,62,110.961,68.0145
62.1,58.8645,-57.1766,62.1,111.063,67.9642
62.2,58.9393,-57.1721,62.2,111.165,67.914
62.3,59.0139,-57.1676,62.3,111.267,67.8638
62.4,59.0885,-57.1632,62.4,111.369,67.8137
62.5,59.163,-57.1588,62.5,111.471,67.7637
62.6,59.2375,-57.1544,62.6,111.573,67.7136
62.7,59.3118,-57.1501,62.7,111.674,67.6637
62.8,59.3861,-57.1458,62.8,111.775,67.6138
62.9,59.4603,-57.1416,62.9,111.876,67.5639
63,59.5344,-57.1374,63,111.977,67.5141
63.1,59.6085,-57.1333,63.1,112.078,67.4643
63.2,59.6824,-57.1292,63.2,112.179,67.4146
63.3,59.7563,-57.1251,63.3,112.279,67.3649
63.4,59.8301,-57.1211,63.4,112.38,67.3153
63.5,59.9038,-57.1171,63.5,112.48,67.2658
63.6,59.9774,-57.1131,63.6,112.58,67.2163
63.7,60.051,-57.1092,63.7,112.68,67.1669
63.8,60.1245,-57.1054,63.8,112.779,67.1175
63.9,60.1979,-57.1016,63.9,112.879,67.0681
64,60.2713,-57.0978,64,112.978,67.0189
64.1,60.3445,-57.0941,64.1,113.078,66.9697
64.2,60.4177,-57.0904,64.2,113.177,66.9205
64.3,60.4908,-57.0867,64.3,113.276,66.8714
64.4,60.5638,-57.0831,64.4,113.374,66.8224
64.5,60.6368,-57.0795,64.5,113.473,66.7734
64.6,60.7097,-57.076,64.6,113.572,66.7245
64.7,60.7825,-57.0725,64.7,113.67,66.6756
64.8,60.8552,-57.0691,64.8,113.768,66.6268
64.9,60.9279,-57.0657,64.9,113.866,66.578
65,61.0004,-57.0623,65,113.964,66.5294
65.1,61.0729,-57.059,65.1,114.061,66.4808
65.2,61.1454,-57.0557,65.2,114.159,66.4322
65.3,61.2177,-57.0524,65.3,114.256,66.3837
65.4,61.29,-57.0493,65.4,114.354,66.3353
65.5,61.3622,-57.0461,65.5,114.451,66.2869
65.6,61.4343,-57.043,65.6,114.548,66.2386
65.7,61.5063,-57.0399,65.7,114.644,66.1903
65.8,61.5783,-57.0369,65.8,114.741,66.1421
65.9,61.6502,-57.0339,65.9,114.837,66.094
66,61.722,-57.0309,66,114.933,66.0459
66.1,61.7938,-57.028,66.1,115.029,65.998
66.2,61.8655,-57.0252,66.2,115.125,65.95
66.3,61.9371,-57.0223,66.3,115.221,65.9022
66.4,62.0086,-57.0195,66.4,115.317,65.8544
66.5,62.0801,-57.0168,66.5,115.412,65.8066
66.6,62.1515,-57.0141,66.6,115.507,65.759
66.7,62.2228,-57.0114,66.7,115.602,65.7114
66.8,62.294,-57.0088,66.8,115.697,65.6638
66.9,62.3652,-57.0062,66.9,115.792,65.6164
67,62.4363,-57.0037,67,115.887,65.569
67.1,62.5073,-57.0012,67.1,115.981,65.5216
67.2,62.5782,-56.9987,67.2,116.075,65.4744
67.3,62.6491,-56.9963,67.3,116.169,65.4272
67.4,62.72,-56.9939,67.4,116.263,65.38
67.5,62.7907,-56.9916,67.5,116.357,65.333
67.6,62.8614,-56.9893,67.6,116.451,65.286
67.7,62.932,-56.9871,67.7,116.544,65.2391
67.8,63.0025,-56.9849,67.8,116.637,65.1922
67.9,63.073,-56.9827,67.9,116.73,65.1454
68,63.1434,-56.9806,68,116.823,65.0987
68.1,63.2137,-56.9785,68.1,116.916,65.0521
68.2,63.284,-56.9764,68.2,117.009,65.0055
68.3,63.3542,-56.9744,68.3,117.101,64.959
68.4,63.4243,-56.9725,68.4,117.193,64.9126
68.5,63.4944,-56.9705,68.5,117.285,64.8662
68.6,63.5643,-56.9686,68.6,117.377,64.8199
68.7,63.6342,-56.9668,68.7,117.469,64.7737
68.8,63.7041,-56.965,68.8,117.56,64.7276
68.9,63.7739,-56.9632,68.9,117.651,64.6815
69,63.8436,-56.9615,69,117.743,64.6355
69.1,63.9133,-56.9598,69.1,117.834,64.5895
69.2,63.9829,-56.9582,69.2,117.924,64.5437
69.3,64.0524,-56.9566,69.3,118.015,64.4979
69.4,64.1219,-56.955,69.4,118.105,64.4522
69.5,64.1913,-56.9535,69.5,118.196,64.4065
69.6,64.2606,-56.952,69.6,118.286,64.361
69.7,64.3299,-56.9506,69.7,118.376,64.3155
69.8,64.3991,-56.9492,69.8,118.465,64.27
69.9,64.4683,-56.9478,69.9,118.555,64.2247
70,64.5373,-56.9465,70,118.644,64.1794
70.1,64.6064,-56.9453,70.1,118.734,64.1342
70.2,64.6753,-56.944,70.2,118.823,64.0891
70.3,64.7442,-56.9428,70.3,118.911,64.044
70.4,64.813,-56.9417,70.4,119,63.9991
70.5,64.8818,-56.9406,70.5,119.089,63.9541
70.6,64.9506,-56.9395,70.6,119.177,63.9093
70.7,65.0192,-56.9385,70.7,119.265,63.8646
70.8,65.0878,-56.9375,70.8,119.353,63.8199
70.9,65.1563,-56.9365,70.9,119.441,63.7753
71,65.2248,-56.9356,71,119.528,63.7307
71.1,65.2933,-56.9347,71.1,119.615,63.6863
71.2,65.3616,-56.9339,71.2,119.703,63.6419
71.3,65.4299,-56.9331,71.3,119.79,63.5976
71.4,65.4982,-56.9324,71.4,119.876,63.5534
71.5,65.5664,-56.9316,71.5,119.963,63.5092
71.6,65.6345,-56.931,71.6,120.05,63.4651
71.7,65.7026,-56.9303,71.7,120.136,63.4211
71.8,65.7706,-56.9297,71.8,120.222,63.3772
71.9,65.8386,-56.9292,71.9,120.308,63.3334
72,65.9065,-56.9287,72,120.394,63.2896
72.1,65.9744,-56.9282,72.1,120.479,63.2459
72.2,66.0422,-56.9278,72.2,120.564,63.2023
72.3,66.1099,-56.9274,72.3,120.649,63.1588
72.4,66.1776,-56.927,72.4,120.734,63.1153
72.5,66.2453,-56.9267,72.5,120.819,63.0719
72.6,66.3129,-56.9264,72.6,120.904,63.0286
72.7,66.3804,-56.9262,72.7,120.988,62.9854
72.8,66.4479,-56.926,72.8,121.072,62.9422
72.9,66.5154,-56.9258,72.9,121.156,62.8992
73,66.5828,-56.9257,73,121.24,62.8562
73.1,66.6501,-56.9257,73.1,121.324,62.8132
73.2,66.7174,-56.9256,73.2,121.407,62.7704
73.3,66.7847,-56.9256,73.3,121.491,62.7276
73.4,66.8519,-56.9257,73.4,121.574,62.685
73.5,66.919,-56.9257,73.5,121.657,62.6424
73.6,66.9861,-56.9259,73.6,121.739,62.5998
73.7,67.0532,-56.926,73.7,121.822,62.5574
73.8,67.1202,-56.9262,73.8,121.904,62.515
73.9,67.1871,-56.9265,73.9,121.986,62.4727
74,67.254,-56.9267,74,122.068,62.4305
74.1,67.3209,-56.9271,74.1,122.15,62.3884
74.2,67.3877,-56.9274,74.2,122.232,62.3464
74.3,67.4545,-56.9278,74.3,122.313,62.3044
74.4,67.5212,-56.9283,74.4,122.394,62.2625
74.5,67.588,-56.9287,74.5,122.475,62.2207
74.6,67.6546,-56.9292,74.6,122.556,62.179
74.7,67.7212,-56.9298,74.7,122.637,62.1373
74.8,67.7878,-56.9304,74.8,122.717,62.0957
74.9,67.8543,-56.931,74.9,122.797,62.0543
75,67.9208,-56.9317,75,122.877,62.0129
75.1,67.9872,-56.9324,75.1,122.957,61.9715
75.2,68.0536,-56.9332,75.2,123.037,61.9303
75.3,68.12,-56.934,75.3,123.116,61.8891
75.4,68.1863,-56.9348,75.4,123.196,61.848
75.5,68.2526,-56.9356,75.5,123.275,61.807
75.6,68.3188,-56.9366,75.6,123.354,61.7661
75.7,68.385,-56.9375,75.7,123.432,61.7253
75.8,68.4512,-56.9385,75.8,123.511,61.6845
75.9,68.5174,-56.9395,75.9,123.589,61.6438
76,68.5835,-56.9406,76,123.667,61.6032
76.1,68.6495,-56.9417,76.1,123.745,61.5627
76.2,68.7155,-56.9428,76.2,123.823,61.5223
76.3,68.7816,-56.944,76.3,123.901,61.4819
76.4,68.8475,-56.9452,76.4,123.978,61.4417
76.5,68.9135,-56.9465,76.5,124.055,61.4015
76.6,68.9793,-56.9478,76.6,124.132,61.3614
76.7,69.0452,-56.9491,76.7,124.209,61.3214
76.8,69.111,-56.9505,76.8,124.286,61.2814
76.9,69.1768,-56.9519,76.9,124.362,61.2416
77,69.2426,-56.9534,77,124.438,61.2018
77.1,69.3083,-56.9548,77.1,124.514,61.1621
77.2,69.374,-56.9564,77.2,124.59,61.1225
77.3,69.4397,-56.9579,77.3,124.666,61.083
77.4,69.5054,-56.9596,77.4,124.741,61.0435
77.5,69.571,-56.9612,77.5,124.817,61.0042
77.6,69.6366,-56.9629,77.6,124.892,60.9649
77.7,69.7021,-56.9646,77.7,124.967,60.9257
77.8,69.7677,-56.9664,77.8,125.041,60.8866
77.9,69.8332,-56.9682,77.9,125.116,60.8476
78,69.8987,-56.97,78,125.19,60.8087
78.1,69.9641,-56.9719,78.1,125.264,60.7698
78.2,70.0295,-56.9739,78.2,125.338,60.731
78.3,70.095,-56.9758,78.3,125.412,60.6923
78.4,70.1603,-56.9778,78.4,125.486,60.6537
78.5,70.2257,-56.9799,78.5,125.559,60.6152
78.6,70.291,-56.9819,78.6,125.632,60.5768
78.7,70.3564,-56.9841,78.7,125.705,60.5384
78.8,70.4217,-56.9862,78.8,125.778,60.5002
78.9,70.4869,-56.9884,78.9,125.851,60.462
79,70.5522,-56.9906,79,125.923,60.4239
79.1,70.6174,-56.9929,79.1,125.996,60.3859
79.2,70.6826,-56.9952,79.2,126.068,60.348
79.3,70.7478,-56.9976,79.3,126.14,60.3101
79.4,70.813,-57,79.4,126.211,60.2724
79.5,70.8782,-57.0024,79.5,126.283,60.2347
79.6,70.9433,-57.0049,79.6,126.354,60.1971
79.7,71.0084,-57.0074,79.7,126.425,60.1596
79.8,71.0735,-57.0099,79.8,126.496,60.1222
79.9,71.1386,-57.0125,79.9,126.567,60.0849
80,71.2037,-57.0152,80,126.638,60.0476
80.1,71.2688,-57.0178,80.1,126.708,60.0105
80.2,71.3338,-57.0205,80.2,126.778,59.9734
80.3,71.3989,-57.0233,80.3,126.848,59.9364
80.4,71.4639,-57.0261,80.4,126.918,59.8995
80.5,71.5289,-57.0289,80.5,126.988,59.8627
80.6,71.5939,-57.0318,80.6,127.057,59.826
80.7,71.6588,-57.0347,80.7,127.127,59.7893
80.8,71.7238,-57.0376,80.8,127.196,59.7528
80.9,71.7888,-57.0406,80.9,127.265,59.7163
81,71.8537,-57.0436,81,127.334,59.6799
81.1,71.9187,-57.0467,81.1,127.402,59.6436
81.2,71.9836,-57.0498,81.2,127.471,59.6074
81.3,72.0485,-57.0529,81.3,127.539,59.5713
81.4,72.1135,-57.0561,81.4,127.607,59.5353
81.5,72.1783,-57.0593,81.5,127.675,59.4993
81.6,72.2433,-57.0626,81.6,127.742,59.4634
81.7,72.3081,-57.0659,81.7,127.81,59.4277
81.8,72.373,-57.0692,81.8,127.877,59.392
81.9,72.4379,-57.0726,81.9,127.944,59.3564
82,72.5028,-57.076,82,128.011,59.3209
82.1,72.5677,-57.0795,82.1,128.078,59.2854
82.2,72.6325,-57.083,82.2,128.145,59.2501
82.3,72.6974,-57.0865,82.3,128.211,59.2148
82.4,72.7623,-57.0901,82.4,128.277,59.1797
82.5,72.8271,-57.0937,82.5,128.343,59.1446
82.6,72.892,-57.0974,82.6,128.409,59.1096
82.7,72.9568,-57.1011,82.7,128.475,59.0747
82.8,73.0217,-57.1048,82.8,128.541,59.0399
82.9,73.0866,-57.1086,82.9,128.606,59.0051
83,73.1514,-57.1124,83,128.671,58.9705
83.1,73.2163,-57.1163,83.1,128.736,58.9359
83.2,73.2811,-57.1202,83.2,128.801,58.9014
83.3,73.346,-57.1241,83.3,128.866,58.8671
83.4,73.4109,-57.1281,83.4,128.93,58.8328
83.5,73.4757,-57.1321,83.5,128.995,58.7986
83.6,73.5406,-57.1362,83.6,129.059,58.7644
83.7,73.6055,-57.1403,83.7,129.123,58.7304
83.8,73.6703,-57.1445,83.8,129.186,58.6965
83.9,73.7352,-57.1486,83.9,129.25,58.6626
84,73.8001,-57.1529,84,129.313,58.6288
84.1,73.865,-57.1571,84.1,129.377,58.5951
84.2,73.9299,-57.1614,84.2,129.44,58.5615
84.3,73.9948,-57.1658,84.3,129.503,58.528
84.4,74.0598,-57.1702,84.4,129.566,58.4946
84.5,74.1247,-57.1746,84.5,129.628,58.4613
84.6,74.1896,-57.1791,84.6,129.691,58.428
84.7,74.2545,-57.1836,84.7,129.753,58.3949
84.8,74.3195,-57.1881,84.8,129.815,58.3618
84.9,74.3844,-57.1927,84.9,129.877,58.3288
85,74.4494,-57.1974,85,129.939,58.2959
85.1,74.5144,-57.2021,85.1,130,58.2631
85.2,74.5793,-57.2068,85.2,130.062,58.2304
85.3,74.6443,-57.2116,85.3,130.123,58.1977
85.4,74.7094,-57.2164,85.4,130.184,58.1652
85.5,74.7744,-57.2212,85.5,130.245,58.1327
85.6,74.8394,-57.2261,85.6,130.306,58.1003
85.7,74.9045,-57.231,85.7,130.366,58.0681
85.8,74.9696,-57.236,85.8,130.427,58.0359
85.9,75.0346,-57.241,85.9,130.487,58.0038
86,75.0997,-57.246,86,130.547,57.9717
86.1,75.1649,-57.2511,86.1,130.607,57.9398
86.2,75.23,-57.2563,86.2,130.667,57.9079
86.3,75.2951,-57.2615,86.3,130.726,57.8762
86.4,75.3603,-57.2667,86.4,130.786,57.8445
86.5,75.4255,-57.272,86.5,130.845,57.8129
86.6,75.4907,-57.2773,86.6,130.904,57.7814
86.7,75.5559,-57.2826,86.7,130.963,57.75
86.8,75.6211,-57.288,86.8,131.022,57.7186
86.9,75.6863,-57.2934,86.9,131.081,57.6874
87,75.7516,-57.2989,87,131.139,57.6562
87.1,75.8169,-57.3044,87.1,131.197,57.6252
87.2,75.8822,-57.31,87.2,131.256,57.5942
87.3,75.9475,-57.3156,87.3,131.314,57.5633
87.4,76.0129,-57.3213,87.4,131.371,57.5325
87.5,76.0783,-57.327,87.5,131.429,57.5017
87.6,76.1437,-57.3327,87.6,131.487,57.4711
87.7,76.2091,-57.3385,87.7,131.544,57.4405
87.8,76.2745,-57.3443,87.8,131.601,57.4101
87.9,76.34,-57.3502,87.9,131.658,57.3797
88,76.4055,-57.3561,88,131.715,57.3494
88.1,76.471,-57.362,88.1,131.772,57.3192
88.2,76.5366,-57.368,88.2,131.829,57.289
88.3,76.6021,-57.3741,88.3,131.885,57.259
88.4,76.6677,-57.3801,88.4,131.941,57.229
88.5,76.7333,-57.3863,88.5,131.998,57.1992
88.6,76.799,-57.3924,88.6,132.054,57.1694
88.7,76.8646,-57.3987,88.7,132.109,57.1397
88.8,76.9303,-57.4049,88.8,132.165,57.1101
88.9,76.996,-57.4112,88.9,132.221,57.0805
89,77.0618,-57.4176,89,132.276,57.0511
89.1,77.1276,-57.424,89.1,132.331,57.0217
89.2,77.1934,-57.4304,89.2,132.386,56.9924
89.3,77.2592,-57.4369,89.3,132.441,56.9632
89.4,77.3251,-57.4434,89.4,132.496,56.9341
89.5,77.391,-57.45,89.5,132.551,56.9051
89.6,77.4569,-57.4566,89.6,132.605,56.8761
89.7,77.5228,-57.4632,89.7,132.66,56.8473
89.8,77.5888,-57.4699,89.8,132.714,56.8185
89.9,77.6548,-57.4767,89.9,132.768,56.7898
90,77.7209,-57.4835,90,132.822,56.7612
90.1,77.787,-57.4903,90.1,132.876,56.7327
90.2,77.8531,-57.4972,90.2,132.93,56.7042
90.3,77.9193,-57.5041,90.3,132.983,56.6758
90.4,77.9854,-57.5111,90.4,133.037,56.6476
90.5,78.0516,-57.5181,90.5,133.09,56.6194
90.6,78.1179,-57.5252,90.6,133.143,56.5912
90.7,78.1842,-57.5323,90.7,133.196,56.5632
90.8,78.2505,-57.5394,90.8,133.249,56.5352
90.9,78.3168,-57.5466,90.9,133.301,56.5074
91,78.3832,-57.5539,91,133.354,56.4796
91.1,78.4496,-57.5612,91.1,133.406,56.4519
91.2,78.5161,-57.5685,91.2,133.459,56.4242
91.3,78.5826,-57.5759,91.3,133.511,56.3967
91.4,78.6491,-57.5833,91.4,133.563,56.3692
91.5,78.7157,-57.5908,91.5,133.615,56.3418
91.6,78.7823,-57.5983,91.6,133.666,56.3145
91.7,78.849,-57.6059,91.7,133.718,56.2873
91.8,78.9156,-57.6135,91.8,133.769,56.2602
91.9,78.9824,-57.6212,91.9,133.821,56.2331
92,79.0491,-57.6289,92,133.872,56.2061
92.1,79.1159,-57.6366,92.1,133.923,56.1792
92.2,79.1827,-57.6444,92.2,133.974,56.1524
92.3,79.2496,-57.6523,92.3,134.025,56.1256
92.4,79.3165,-57.6602,92.4,134.075,56.0989
92.5,79.3835,-57.6681,92.5,134.126,56.0723
92.6,79.4505,-57.6761,92.6,134.176,56.0458
92.7,79.5175,-57.6841,92.7,134.227,56.0194
92.8,79.5846,-57.6922,92.8,134.277,55.993
92.9,79.6517,-57.7003,92.9,134.327,55.9667
93,79.7189,-57.7085,93,134.377,55.9405
93.1,79.7861,-57.7167,93.1,134.427,55.9144
93.2,79.8533,-57.725,93.2,134.476,55.8883
93.3,79.9206,-57.7333,93.3,134.526,55.8624
93.4,79.9879,-57.7417,93.4,134.575,55.8365
93.5,80.0553,-57.7501,93.5,134.624,55.8106
93.6,80.1227,-57.7586,93.6,134.674,55.7849
93.7,80.1902,-57.7671,93.7,134.723,55.7592
93.8,80.2576,-57.7757,93.8,134.772,55.7336
93.9,80.3252,-57.7842,93.9,134.82,55.7081
94,80.3928,-57.7929,94,134.869,55.6827
94.1,80.4604,-57.8016,94.1,134.918,55.6573
94.2,80.5281,-57.8103,94.2,134.966,55.632
94.3,80.5958,-57.8192,94.3,135.014,55.6068
94.4,80.6636,-57.828,94.4,135.063,55.5816
94.5,80.7314,-57.8369,94.5,135.111,55.5565
94.6,80.7992,-57.8458,94.6,135.159,55.5315
94.7,80.8671,-57.8548,94.7,135.206,55.5066
94.8,80.9351,-57.8639,94.8,135.254,55.4817
94.9,81.0031,-57.873,94.9,135.302,55.457
95,81.0711,-57.8821,95,135.349,55.4322
95.1,81.1392,-57.8913,95.1,135.397,55.4076
95.2,81.2073,-57.9005,95.2,135.444,55.383
95.3,81.2755,-57.9098,95.3,135.491,55.3585
95.4,81.3437,-57.9191,95.4,135.538,55.3341
95.5,81.412,-57.9285,95.5,135.585,55.3098
95.6,81.4803,-57.9379,95.6,135.632,55.2855
95.7,81.5486,-57.9474,95.7,135.679,55.2613
95.8,81.617,-57.957,95.8,135.726,55.2371
95.9,81.6855,-57.9665,95.9,135.772,55.213
96,81.754,-57.9762,96,135.818,55.189
96.1,81.8226,-57.9858,96.1,135.865,55.1651
96.2,81.8912,-57.9956,96.2,135.911,55.1412
96.3,81.9598,-58.0053,96.3,135.957,55.1174
96.4,82.0285,-58.0152,96.4,136.003,55.0937
96.5,82.0973,-58.025,96.5,136.049,55.07
96.6,82.1661,-58.035,96.6,136.095,55.0465
96.7,82.2349,-58.0449,96.7,136.14,55.0229
96.8,82.3038,-58.055,96.8,136.186,54.9995
96.9,82.3727,-58.065,96.9,136.231,54.9761
97,82.4417,-58.0752,97,136.277,54.9527
97.1,82.5108,-58.0853,97.1,136.322,54.9295
97.2,82.5799,-58.0956,97.2,136.367,54.9063
97.3,82.649,-58.1058,97.3,136.412,54.8832
97.4,82.7182,-58.1162,97.4,136.457,54.8601
97.5,82.7874,-58.1266,97.5,136.502,54.8371
97.6,82.8568,-58.137,97.6,136.547,54.8142
97.7,82.9261,-58.1475,97.7,136.592,54.7913
97.8,82.9955,-58.158,97.8,136.636,54.7685
97.9,83.0649,-58.1685,97.9,136.681,54.7458
98,83.1344,-58.1792,98,136.725,54.7231
98.1,83.2039,-58.1899,98.1,136.77,54.7005
98.2,83.2736,-58.2006,98.2,136.814,54.6779
98.3,83.3432,-58.2113,98.3,136.858,54.6554
98.4,83.4129,-58.2222,98.4,136.902,54.633
98.5,83.4826,-58.2331,98.5,136.946,54.6107
98.6,83.5524,-58.244,98.6,136.99,54.5884
98.7,83.6223,-58.255,98.7,137.034,54.5661
98.8,83.6922,-58.266,98.8,137.077,54.5439
98.9,83.7621,-58.2771,98.9,137.121,54.5218
99,83.8321,-58.2882,99,137.164,54.4998
99.1,83.9022,-58.2994,99.1,137.208,54.4778
99.2,83.9723,-58.3106,99.2,137.251,54.4558
99.3,84.0424,-58.3219,99.3,137.294,54.434
99.4,84.1126,-58.3333,99.4,137.337,54.4121
99.5,84.1829,-58.3446,99.5,137.381,54.3904
99.6,84.2532,-58.3561,99.6,137.424,54.3687
